Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Comparative Safety of the Sodium Glucose Co-transporter-2 (SGLT-2) Inhibitors in Patients with Type 2 Diabetes,"['Gamble, John-Michael', 'Eurich, Dean']","['Alsabbagh, Wasem', 'Shah, Baiju R', 'Zongo, Arsene']","['Antidiabetic Medications', 'Database Analysis', 'Diabetes Mellitus', 'Drug Safety', 'Health Outcomes', 'Observational Study', 'Pharmacoepidemiology', 'Population Health']",359550.0,370169,"The newest medications approved in Canada to treat type 2 diabetes are called ""sodium-glucose cotransporter 2 (SGLT2) inhibitors"". SGLT2 receptors are mediators of glucose uptake that ensure the reabsorption of glucose in the renal tubules.  SGLT2 inhibitors work by inhibiting these mediators, and thus increase the urinary excretion of the filtered glucose. Although these medications are studied extensively prior to being approved, the extent to which they cause unintended side effects, especially when they are used in real life conditions is not well known. Notably, federal regulatory agencies such as Health Canada and the US Food and Drug Administration have published warnings regarding several safety signals arising from patient reports. Given the increasing use of SGLT2 inhibitors in the treatment of type 2 diabetes, better evaluation of their post-marketing safety is required. 

We propose to study the real world safety of SGLT2 inhibitors using a combination of large databases from the US, UK and Canada that contains detailed healthcare records for individuals with diabetes. These databases will include information on prescription medication use, diagnoses, laboratory tests (e.g., cholesterol levels, kidney function), and information on hospitalizations and death. To evaluate the overall risk-benefit profile of these medications, we will measure the risk of acute kidney disease, renal impairment, infections (urinary tract infections, genital infections), too much acid in the blood, and amputation for individuals receiving SGLT2 inhibitors versus other oral diabetes therapies. For all of these analyses we will use advanced statistical analysis to account for differences in age, sex, and disease burden.
   
Our study will contribute towards understanding the real world effects of the SGLT2 inhibitors and will help patients, clinicians, and policymakers assess the overall risks and benefits of these medications."
Healthy IDEAS+: A Modified Effectiveness-Implementation Trial to Improve Cognition in Community Housing,"['Gan, Daniel R']",['N/A'],"['Cognition', 'Community-Based Intervention', 'Depression', 'Implementation Science', 'Mental Health', 'Neighbourhood', 'Older Adults', 'Pathways', 'Social Cohesion', 'Urban Housing']",31583.0,446277,"Healthy IDEAS is an evidence-based depression screening and behavioural activation program that is widely-implemented among older adults in community settings. Late-life depression increases cognitive decline. A 17-year cohort study reported 70% greater risk of dementia when one has depression. Loneliness and depression are connected in the prodromal phase of dementia. Community-based screening and treatment for depression might improve memory and reduce risk of dementia. However, the effect of mental health programs such as Healthy IDEAS on cognitive function is unknown. Its effectiveness in group settings such as community housing is also unknown. 

This research aims to understand (1) the effectiveness of Healthy IDEAS on depression and cognitive function in community housing, and (2) the barriers and facilitators of group-based implementation with peer support. Community housing are provided by the province and by non-profit organisations to meet the needs of healthy older adults and populations with limited income. They typically do not include social programming. As a result, some older adults may experience isolation and loneliness, which affect their mental health. The proposed ""Healthy IDEAS+"" program encourages activities and introduces peer support to older adults who show depressive symptoms. A trial will be implemented over three months. We hypothesise that participation in Healthy IDEAS+ will decrease depression and improve memory after 12 months. 

To understand barriers of implementation in community housing, we will engage housing providers and participants in interviews and focus groups. The ease and usefulness of each behavioural activation session and the overall program will be evaluated. A training manual will be developed for future implementations in community housing. This research is important to eliminate depression in community housing and create health-promoting settings. This research supports dementia prevention in urban housing."
Everyday Cognitive Resilience: Mechanistic Study of Neurobiological Stress Process in Racialized and/or Less Advantaged Neighbourhoods,"['Gan, Daniel R']",['N/A'],"['Brain Health', 'Neighbourhood Effects']",,460066,"Where we live affects cognitive decline. Neighbourhood deprivation is correlated with smaller hippocampal volume at death, even after controlling for race and individual socioeconomic status (Hunt et al., 2020). Mechanistic studies of neighbourhood effects are required to translate findings into interventions to address place-based cognitive health disparities. Given structural inequities, which continue to manifest as socioeconomic segregation (Soja, 2009), multi-faceted solutions are required. Besides inter-subjective variables (e.g., sociocultural practices), intra-subjective responses (e.g., loneliness) further mediate these neighbourhood effects (Gan et al., 2022). Parsing apart these layers of psychosocial variables will allow planning and implementing responsive interventions to mitigate place-based disparities in cognitive health more effectively along the loneliness-cognition axis or the ""stress connectome"" (Cacioppo et al., 2014; Dum et al., 2019). 

This project invites older adults as study participants from poorer neighbourhoods to examine psychosocial mechanisms of cognitive health disparities in Detroit and Vancouver. Multi-phase recruitment will be carried out to recruit clusters of older adults with and without experiences of loneliness and/or discrimination within a 2x2 matrix of high/low cohesion and aggregated cognition. Neighbourhood (e.g., atmosphere), psychosocial (e.g., rumination), and cognitive (e.g., semantic fluency) variables will be measured before two structured interviews per person. First, stories of positive and negative informal social experiences in the neighbourhood will be documented at baseline while brain activity is examined with fMRI. Second, selected stories will be played at 6-month and 9-month as stimuli for all participants to examine the protective effect of neighbourhood variables on brain activity during these accounts, controlling for baseline."
Brain Health in Community (BHIC): Co-developing and piloting a place-based brain wellness model and program with community-dwelling older adults for community-dwelling older adults,"['Gan, Daniel R']",['N/A'],['Patient Engagement'],25000.0,485114,"Brain Health in Community (BHIC) is an extensive exercise in patient engagement to promote active living and mobility for brain wellness among community-dwelling older adults. Through 12 focus groups, we engaged older adults with and without subthreshold depression to (1) co-develop a place-based wellness model that leverages existing community resources, and (2) piloted a multi-component 8-week realist controlled trial to test the feasibility of the model as an auto-referral algorithm for future scaling up with 78 older adults. The engagement was inclusive and supportive with mutual respect to co-build impactful solutions that will address gaps from older adults' perspectives. Knowledge mobilization outputs include (1) the Cohesion, At-homeness, and joyful Play (CAP) model which has been incorporated into (2) the BC Preventive Social Prescribing web app, a closed-loop auto-referral platform to increase uptake of active living and mobility activities by (3) addressing psychosocial barriers and building community through the co-developed Finding Meaning in Aging (FMA) mindful discussion program. 

These findings were presented at three patient-oriented conferences - Putting Patients First, American Congress of Rehab Medicine (ACRM), and a Community Resource Linkage Workshop, co-organized with community partners and Fraser Health - and as a Canada Consortium of Neurodegeneration in Aging (CCNA) webinar. It was awarded the CIHR-IA 2021 Research Excellence Prize. The NPA is an Early-Career Researcher with joint appointment at Thompson Rivers University and City of Kamloops to mobilize this knowledge by engaging the Thompson Region Division of Family Practice and community organizations. 

A recording of the Putting Patients First presentation is available here:
https://youtu.be/eUniH9Kg_0g
A recording of the Community Resource Linkage Workshop is available here: https://youtu.be/ot_DbCG7vpk
A recording of the CCNA webinar is available here: 
https://vimeo.com/782666833"
Effect of extremely low birth weight on the later perception of facial expressions,"['Gao, Xiaoqing']",['N/A'],['Ics Travel Awards'],1000.0,304291,ICS travel awards
"Air Pollution and Risk of COPD: Investigation of harmful air pollutant(s) and thresholds of exposure levels, and sex-specific genetic susceptibility","['Gao, Zhiwei']","['Farrell, Jamie B', 'Jiang, Xianta', 'Sadatsafavi, Mohsen']","['Air Pollution', 'Chronic Obstructive Lung Disease (Copd)', 'Gene And Environment Interaction', 'Population Health']",70000.0,491668,"Chronic obstructive pulmonary disease (COPD) is a prevalent respiratory disease in middle-aged and older adults. It is currently the fourth leading cause of death globally and is expected to be the third leading cause of death by 2030. Many population studies have also shown that the prevalence of COPD is greater in females than in males. The underlying causes and sex differences of COPD are not fully understood. It is generally believed that exposure to noxious particles or gases, such as smoking and air pollution, and an individual's genetic makeup plays an important role. Many genes have been associated with COPD. However, limited information is available on individuals who are genetically susceptible to the risk of COPD associated with air pollution exposure. This study aims to investigate harmful air pollution exposures and individuals who are at higher risk of COPD associated with these exposures in males and females, respectively.  The findings of this research will have the potential to influence and shape public, occupational, and environmental health policies aimed at mitigating health risks associated with air pollution exposures and the need for more robust advocacy for clean air in vulnerable and general populations."
Démence et communautés francophones en situation minoritaire en Ontario: étude rétrospective,"['Garcia, Linda J', 'Chomienne, Marie-Hélène']","['Dalziel, William B', 'Mccleary, Lynn']","['Accès Aux Services', 'Cheminement De Système De Santé', 'Diagnostic Précoce', 'Diagnostic Tardif', 'Diagnostique De Démence', 'Démence', 'Minorité Francophone', 'Minorités Linguistiques']",48704.0,241350,"Le diagnostic précoce des démences est un enjeu majeur en matière de santé publique et le problème de l'accès aux services en français pourrait venir aggraver la situation. Un diagnostic précoce peut aider les gens vivant avec la démence à mieux planifier les transitions auxquelles elles feront face, diminuant ainsi l'impact sociétal de la maladie. Mais les symptômes ne sont pas toujours reconnus et lorsqu'on les reconnait, on n'ose pas en parler, sauf parfois à notre médecin. Pour l'aîné francophone en situation minoritaire les interactions peuvent être difficiles et mettre en péril le diagnostic si le professionnel de la santé ne parle pas le français. Dans la présente étude nous voulons identifier les différences de délai et les parcours adoptés, pour obtenir un diagnostic de démence, entre les francophones et les anglophones de l'Est ontarien. Nous déterminerons les facteurs qui prédisposent les bénéficiaires à un accès facile ou difficile aux services de santé. Nous étudierons les dossiers médicaux des patients ayant reçu un diagnostic de démence. Comme informations, nous recueillerons l'appartenance linguistique, les données sociodémographiques (âge, sexe, niveau d'éducation), les services auxquels ils ont eu accès, à quel moment et dans quelle langue. Nous vérifierons aussi avec les familles si l'accès ou non à des services en français a joué un rôle dans leur cheminement. Les résultats seront interprétés en fonction des caractéristiques des utilisateurs, des ressources et des besoins perçus, formant ainsi la base d'un programme de recherche futur sur l'accès aux services de santé en situation minoritaire pour les personnes francophones atteintes de démence."
Engaging Canada in an International Exchange on the Positive Aspects of Caring for Older Adults (PACOA),"['Garcia, Linda J']","['Drummond, Neil A', 'Keefe, Janice M', 'Mccleary, Lynn', ""O'Sullivan, Tracey L"", 'Robitaille, Annie']","['Aging', 'Care', 'Caregiver', 'International', 'Longitudinal', 'Older Adults', 'Positive Aspects']",18167.0,392055,"This planning grant will fund a face-to face meeting attended by a multidisciplinary team of Canadian researchers and international collaborators. During this meeting we will share experiences and consolidate evidence garnered from an in-depth review of relevant literature, best practices, and government policies/programs from around the world and gain a better understanding of the indicators that may create positive experiences of caring. One outcome is to provide evidence-informed culturally-sensitive key messages that resonate with an international audience about the positive impact of caring for older adults. The second outcome is to address the international differences in programs offered caregivers in participating countries by writing a position paper about existing, successful and feasible policies worldwide that support the positive aspects of caring. The paper will include the commonalities, differences, costs and evidence supporting or refuting the existing policies around caring for older adults. The third outcome is to design a future comprehensive international collaborative study that will look at the factors contributing to patterns of positive trajectories of caring. Through this research, we would identify patterns of positive caregiving experiences as they are shaped by personal, social, political and economic factors. This would create knowledge about the socio-economic and psychological predictors of positive experiences of caring for older adults.
The development of positive messages around caregiving can improve personal health of caregivers and can improve the health populations of the older person requiring care. It is crucial to support the rapidly aging society with a strong caregiver base that is not perceived as an overwhelming burden but as a positive force that enriches the lives of all impacted. The effect of caring for older adults is a worldwide phenomenon and we can learn from each other about the positive patterns of care."
Reinventing the Wheel: A Think Tank to Optimize Community Mobility for Older Adults,"['Gardner, Paula J']","['Alvaro, Celeste', 'Dutta, Tilak', 'Fels, Deborah', 'Laliberte Rudman, Debbie', 'Treviranus, Jutta']","['Aging', 'Assistive Devices', 'Clinical Practice', 'Community Mobility', 'Design', 'Engineering', 'Health Policy', 'Older Adults', 'Psycho-Social Factors', 'Rehabilitation']",19211.0,343722,"The ability to complete everyday activities like buying groceries, visiting friends and getting to appointments is important to our health and happiness. Older people who lose this ability often can't stay in their homes and are more likely to become sick or depressed. Mobility aids (e.g., canes, walkers and wheelchairs) help people stay mobile so physical therapists and doctors often prescribe them to older adults. For some people however, accepting and using a mobility device is a challenge and many older adults who need a device do not use them. This is a problem because without the device people may stay at home and become isolated or they may go outside and are more likely to fall. It is also a waste of healthcare dollars because the government pays for a proportion of these aids and many sit abandoned in garages and closets. 

There has been some research to understand why ""some use and others refuse"" their devices. Cost, training, and the way a device works all affect whether an older person will use their device. We are also learning that things like feeling embarrassed or fearful to use the device also affects use.  Despite all of this research however, we still don't really understand the complicated relationship between older adults and their mobility devices. 

The purpose of this grant is to better understand this. 'Reinventing the wheel' brings together a diverse group of people who have experience with this issue including researchers, clinicians, policy makers, designers and older adults themselves. In a 2-day meeting, attendees will share what they have learned and together the group will develop new ways to promote use and more widely share what they have learned. The team believes that the meeting will have an immediate impact on the day-to-day work of attendees and also help to launch new research projects that can better support older adults to adopt and use their devices."
A Precision Public Health Approach to Eliminating Tuberculosis Transmission: Using Linked Genomic and Administrative Data to Prevent Outbreaks,"['Gardy, Jennifer L', 'Johnston, James C']","['Cook, Victoria J', 'Janjua, Naveed Z', 'Krajden, Mel', 'Rose, Caren L']","['Genomic Epidemiology', 'Genomics', 'Outbreak', 'Risk', 'Transmission', 'Tuberculosis']",180000.0,380480,"Canada is struggling to achieve tuberculosis (TB) elimination and new, innovative strategies for reducing TB rates are required. Our team pioneered the use of genomics - DNA sequencing - to understand how TB transmits from person to person in Canada, and we have recently completed a large genomic investigation aimed at identifying all transmitted TB in BC from 2005-2014. Now, we want to understand this transmission at a deeper level. By linking our genomic data to a variety of other data sources, we hope to be able to predict who is most likely to transmit TB onwards and which small clusters of TB cases are at risk of growing into large outbreaks. Armed with this information, public health practitioners on the frontlines of TB control will be better equipped to proactively prevent TB transmission, and help Canada achieve our goal of TB elimination."
Acute kidney injury from antiviral drugs for herpes infections: A population-based study of older adults,"['Garg, Amit']","['Beyea, Michael M', 'Blake, Peter G', 'Gandhi, Sonja', 'Gomes, Tara', 'Hackam, Daniel G', 'Juurlink, David N', 'Lam, Ngan', 'Mamdani, Muhammad', 'Weir, Matthew A']","['Antiviral Drugs', 'Drug Safety', 'Epidemiology', 'Health Administrative Data', 'Knowledge Translation', 'Observational Studies', 'Population Studies', 'Shingles']",99209.0,210263,"Shingles is a condition that appears as painful sores or rashes on the skin. It is caused by the chicken pox virus, and is common among older people. Acyclovir is a drug used to treat shingles. Although effective in the treatment of shingles, acyclovir can form crystals in the kidneys causing them to stop working properly. Famciclovir is similar to acyclovir in its treatment of shingles but famciclovir does not appear to have the same damaging effects on the kidneys. We will study the risk of kidney damage from certain drugs used to treat shingles by observing all older patients in Ontario who were prescribed these drugs. In this population study of older adults, our goal is to understand how widespread this problem is and how the risk with acyclovir compares to that with famciclovir. This is an important area of research since the number of people over age 65 will increase to almost 6 million in Canada by the year 2016, with over 126,000 people being treated with these types of drugs on an annual basis. We will use our findings to better inform doctors and their patients about the potential risks of acyclovir. This may help prevent kidney injury in the future as doctors may choose to monitor their patients more carefully or decide to use other drugs."
Reduced kidney function and fragility fractures,"['Garg, Amit']","['Adachi, Jonathan D', 'Cadarette, Suzanne M', 'Fraser, Lisa-Ann', 'Hodsman, Anthony B', 'Leslie, William D', 'Lok, Charmaine E', 'Naylor, Kyla', 'Pouget, Jennie G', 'Young, Ann']","['Bone', 'Bone And Mineral', 'Fracture', 'Kidney Disease', 'Living Kidney Donation', 'Rheumatology']",99624.0,239606,"The kidneys are important organs in our bodies. One of the things our kidneys do is help keep our bones healthy. People with kidney disease may have bone problems, since their kidneys do not work as well as they should. We know that people with severe kidney disease have a higher risk of breaking their bones. But we know less about the risk of bone fracture in people with milder kidney disease. We also know very little about the risk of bone fractures in people who donate one of their kidneys to someone in need. There are surgical and long-term medical risks from having one kidney removed. On the other hand, the person receiving the kidney has the benefit of a longer and better life. We understand the surgical risks of donating a kidney quite well, but we know less about the long-term medical risks. This study will help us understand whether kidney disease and kidney donation increase a person's long-term risk of breaking a bone. We will study 80,000 older adults with kidney disease (over 250,000 older adults in total) and 2,000 kidney donors. We will examine health records from 1992 to 2010 to find their fracture risk compared to people with healthy kidneys. The knowledge we gain will guide trials to prevent bone fractures in people with kidney disease and in living kidney donors. For living kidney donors, the knowledge gained will also improve how we select donors and the information we tell people who want to donate."
Evaluating the Safety and Effectiveness of Evolving Opioid Agonist Therapy Prescribing Patterns,"['Garg, Ria']",['N/A'],"['Comparative Drug Safety', 'Epidemiologic Methods', 'Opioid Use Disorder', 'Pharmacoepidemiology', 'Pharmacovigilance']",105000.0,475670,"Canada's opioid-related deaths epidemic is a growing public health emergency, claiming 29,000 lives since 2016. Although early in the overdose epidemic, prescription opioids were commonly implicated in fatal overdoses, the emergence of fentanyl in Canada's unregulated drug supply has led to a shift in the drivers of opioid-related harms. Specifically, in 2021 fentanyl was detected in 92% of opioid-related deaths across Ontario. Given fentanyl's high potency, people with opioid use disorder often report dissatisfaction with traditional first line opioid agonist therapy (OAT), placing them at increased risk of harm following treatment discontinuation. This shift in Canada's opioid landscape has led to the introduction of new treatment approaches for opioid use disorder, including recommendations for the use of high dose methadone, combination therapy with methadone and slow-release oral morphine, and newer formulations of buprenorphine. However, real-world evidence surrounding the harms and benefits of these new approaches is currently lacking. Using data on all hospital admissions, emergency department visits, prescriptions dispensed from retail pharmacies, and opioid-related deaths in the province of Ontario, Canada, I propose a body of work that will describe evolution of prescribing patterns for OAT and evaluate the impact of these new treatment approaches on patient care outcomes. My work will be used to inform optimal medication management for opioid use disorder in the context of the fentanyl-era, revise therapeutic guidelines and guide clinical decision-making. Findings will also be used by drug-policy decision makers in Ontario and across Canada, to inform future policy development and refinement, with the aim of reducing the number of lives lost to Canada's toxic drug supply."
Neighbourhood characteristics and depressive symptoms among community dwellers with and without diabetes,"['Gariépy, Geneviève']",['N/A'],"['Co-Morbidity', 'Depression', 'Diabetes', 'Latent Growth Curve Analysis', 'Longitudinal Data Analysis', 'Multilevel Regression Analysis', 'Neighbourhood Environment', 'Population Health Surveys', 'Psychological Distress', 'Social Epidemiology']",105000.0,229526,"The neighbourhood in which people live is thought to affect mental well-being. Studies have found a link between neighbourhood characteristics and depression, but the evidence is not well established. Critical gaps still exist in the literature. For instance, little is known about what specific neighbourhood features matter most for depression. How people perceive their environment (e.g. safety, cleanliness and community attachment) and objective characteristics of neighbourhoods (e.g.: green spaces, neighbourhood deprivation and access to recreational facilities) may affect mood differently. It is also unclear for whom this effect is most relevant. Because people with a chronic condition such as diabetes may have less mobility and fewer resources, they might be particularly vulnerable to the quality of their neighbourhood; yet no research has focused on this population. This project proposes to shed light on these questions. The researcher will use data from participants of two large health surveys and will identify the characteristics of neighbourhoods from three sources: national censuses, geographic information systems, and a telephone interview, which will be created to assess the perception that participants have of their neighbourhood. The researcher will use advanced statistical methods to clarify the mechanism by which neighbourhood might affect depressive moods in people with and without diabetes. Findings from this work will provide valuable insight into the mechanism by which the neighbourhood environment may influence mental health, it will help identify vulnerable groups and precarious residential situations that may benefit from interventions, and will guide policy-makers and urban planners in making neighbourhoods happier places to live."
Depression and distress in adults with type 2 diabetes: does the neighbourhood environment matter?,"['Gariépy, Geneviève']",['N/A'],['Ics Travel Awards'],1500.0,263328,"""ICS Travel Awards"""
How does relative income deprivation during childhood impact adolescent mental health? Testing the critical period and accumulation of risk hypotheses.,"['Gariépy, Geneviève']",['N/A'],"['Adolescence', 'Epidemiology', 'Ics Travel Awards', 'Income Inequalities', 'Longitudinal Analysis', 'Mediation Analysis', 'Mental Health', 'Socioeconomic Determinants', 'Survey Data']",2332.0,344077,"Introduction: Growing up in an impoverished or unequal economic environment contributes to mental health problems in youths, but how this happens is still unclear. One hypothesis is that there may be a time during childhood, such as early childhood, when children are more vulnerable to income deprivation (sensitive period model). Another hypothesis suggests that it may be the repeated and cumulative exposure to income deprivation that affects the development of mental health in youth (accumulation of risk model). In this project, we tested both hypotheses to examine how income deprivation in childhood might impact adolescent mental health.

Methods: The study used data from a large survey of 2234 adolescents from the United States (Child Development Supplements of the US Panel Study of Income Dynamics). The survey collected information on household income every year dating back to the birth year of the adolescents. We estimated relative income deprivation by categorizing household income into quintiles. Adolescent mental health was measured from 12 questions. We used advanced statistical techniques to test the sensitive period model. We calculated the number of years that children spent in income deprivation to test the accumulation of risk model. We controlled for family characteristics in the analyses.

Results: We found that each year spent in income deprivation negatively affected the level of mental health of adolescents. There was no evidence of a specific time period during childhood when children were more sensitive to income deprivation. 

Conclusion: Results from this study suggests that the accumulated effect of income deprivation is what affects youth mental health, irrespective of when it occurred during childhood."
Social and structural determinants of youth mental health: potential mechanisms for policy and interventions,"['Gariépy, Geneviève']",['N/A'],['Ics Travel Awards'],1500.0,399902,"Youth mental health is a global public health priority and a complex phenomenon involving a wide and interactive range of biological, family, and environmental factors. The aim of my research program is to study the social and structural determinants of youth mental health to inform effective policies and strategies that can promote and protect youth mental health in Canada and worldwide. 

My research program aligns with IPPH's research priority of Global health policy by conducting policy-relevant research on challenges with global implications for youth health. For example, one of my projects investigates school policies, environmental, and family factors on youth sleep and mental health. I leverage data from national and international surveys that I link to external political (e.g., school policies), economic (e.g., national income inequality) and geographic data (e.g. light pollution) to answer policy-relevant questions. I am developing another project to assess the structure of school schedules and its impact on the health, behaviours, and well-being of adolescents. Findings from this project could transform the way schools worldwide design their schedule to optimize youth development and health and provide a launching pad for a novel line of international research into school schedule policies. I am also involved in other projects with global health policy implications such as studies on food insecurity and child nutritional and mental health in high and low-income countries; the mental health of young people who are neither at school nor at work - a growing and vulnerable group worldwide; and the developmental trajectories of mental health problems among adolescents in urban India and Sri Lanka.

My research program also aligns with the IPPH's mandate to support research into the complex biological, social, cultural and environmental interactions that determine health and make this knowledge applicable to improve the health of individuals and populations."
Gender disparities in Montreal¿s health care  services physical accessibility.,"['Gariépy, Jean-Bernard']",['N/A'],"['Accessibility', 'Gender', 'Gis', 'Health Care', 'Health Inequalities', 'Public Health', 'Shortage Areas', 'Transport']",17500.0,184185,Not Applicable
Sexual and mental health of Black queer communities during the COVID-19 pandemic,"['Garrett-Walker, J.', 'Ferguson, Tatiana B']","['Bannerman, Molly', 'Durrant, Garfield S', 'Tharao, Wangari E', 'Hart, Trevor A', 'Loutfy, Mona R', 'McCready, Lance T']","['Black/African Canadian', 'Covid-19', 'Hiv Testing', 'Lgbtq2s+', 'Mental Health', 'Prep', 'Racial Identity', 'Sexual Health', 'Stbbi Testing']",87390.0,467743,"COVID-19 has had a large impact on the health and well-being of all people. However, some groups have been impacted more than others. African, Caribbean, and Black people, as well as, two-spirit, lesbian, gay, bisexual, transgender, queer and other gender and sexual diverse people (2SLGBTQ+) have been especially hit hard by COVID-19. This research study wants to understand the experiences of Black 2SLGBTQ+ who live in Ontario during COVID-19. We are especially interested in how Black 2SLGBTQ+ people accessed sexual health resources (HIV testing, PrEP, sex education) and mental health services (peer counselling, therapists, social worker). We want to know how Black 2SLGBTQ+ have survived and thrived during this difficult time. We will invite 64 Black 2SLGBTQ+ people to participate in community discussions to talk about their experiences during COVID19. The discussions will take about 1.5-2 hours and participants will be compensated for their time. We hope that the information shared by participants will help us develop community develop resources and services for Black 2SLGBTQ+ people in Ontario."
"Two decades of Decisional Conflict Scale evidence and experience: A World Café approach to discuss evidence, lessons learned, and future research","['Garvelink, Mirjam M']",['N/A'],['Ics Travel Awards'],1500.0,324369,"The Decisional Conflict Scale (DCS) is an instrument to measure people's perceptions of their decisional needs, which has been developed in 1995. In 20 years it has been used in over 1000 studies including needs assessments, surveys, and evaluations of decision aids and other patient decision support interventions. The DCS is available for patients/surrogate decision makers in 4 different formats, 14 different languages, and 2 mode of administration. As well, there is a version for healthcare professionals. There have been many challenges and lessons learned in using the measure for different populations, languages, decision makers, and decision contexts. We aim to bring patients, health professionals, and researchers together with DCS Experts in a series of skill-building, lively, and informative conversations about the successes and challenges of using the DCS in both the research and clinical settings.
We propose  a workshop with an interactive, ""world café"" approach, intended for patients, health professionals, and researchers who have used, worked with, or are considering using the DCS. First, we will provide an overview of 20 years of DCS-use. Second we will have small group discussions facilitated by recognized DCS-experts. Overall, participants will benefit from the opportunity to learn from the experts and share and learn about the theoretical underpinings, methodological issues, and practical challenges that have been encountered in using the DCS. Participants will have the opportunity to: 1) Learn about the history of and the evidence behind the DCS, 2) Reflect on the different mode of analyses and interpretation of DCS results, 3) Share experiences with some of the most well-known DCS Experts, 4) Reflect on arising challenges around use of the DCS, and 5) Consider future use of the DCS for research or clinical practice."
International Comparison of Informal Caregivers' Experiences in Decision-making with Seniors,"['Garvelink, Mirjam M']",['N/A'],['Ics Travel Awards'],,345389,"Worldwide, the population is aging. With increasing numbers of seniors, healthcare systems depend more and more on the help of caregivers to assist and provide care to seniors. However, little is known about the role of caregivers in helping seniors make decisions about their care, especially when many kinds of healthcare professional are involved. One of the most difficult decisions is about moving home. An earlier study showed that caregivers lack information and support for helping seniors make this decision, and can feel guilty or regretful afterwards.
This decision is not only influenced by the needs and preferences of seniors, their caregivers and the different healthcare professionals looking after them, but also by national and regional policies. To explore decision-making about where the senior should live, we propose to assess the decision-making experiences of everyone involved in this decision, i.e. the seniors, their caregivers and various health professionals, in two different countries and four regions, each with different healthcare systems and policies about senior housing. For this, we propose a mixed-methods study using interviews and questionnaires with all who are involved in decision-making to explore, quantify and compare their experiences. 
This study will increase our understanding of the experience of decision-making in Canada and the Netherlands of all who involved with these difficult decisions. We can then design tools and training that will help caregivers and healthcare professionals to be more effective in helping seniors make the decision about moving."
Can we get old here? A Scoping Review of Suburban Aging-in-Place,"['Garvin, Theresa D', 'Johnson, Sherrill A', 'Menec, Verena H', 'Nykiforuk, Candace']","['Freund-Heritage, Rosalie I', 'Hussey, Marilyn N', 'Kaba, Shafraaz', 'Mcphee, Lynda A', 'Wong, Brenda', 'Parke, Belinda B']","['Aging In Place', 'Built Environment', 'Healthy Aging', 'Older Adults', 'Suburbs', 'Urban Planning']",23645.0,184981,"The research proposed here addresses the ongoing challenge of how to assist and accommodate the aging-in-place of Canada¿s population. At the same time as Canada¿s population gets older, neighbourhood designs ¿ particularly those in the suburbs ¿ have been car-oriented and based on single land use and single-family dwellings. With low levels of walkability and lack of facilities and services in easy reach, these communities are not likely to enable successful aging-in-place in the future. This will be a particular problem in Canada¿s major prairie cities because they are some of the country¿s fastest-growing, while at the same time having the largest geographical areas and some of the lowest population densities in North America.
     We propose a scoping review to compile and evaluate applied and academic evidence related to aging and the built environments as it pertains to Canada's largest prairie cities. Specifically, our work asks ""How can we design, build, and retrofit the built environments of Canada's largest prairie cities to facilitate both current and future aging-in-place of their suburban citizens?"" This scoping review meets a call for information identified at a multisectoral, multidisciplinary meeting held in Edmonton in late 2008. Policymakers and practitioners noted there is a burgeoning need for a synthesis on the growing literature on built environments and health for older citizens. Since older citizens' needs vary by context, there is a need for a cohesive and coordinated evaluation of supranational, international, national, regional, and local policy and practices. Such an evaluation would support the policy developments needed to encourage age-friendly environments in specific geographical contexts, such as the Prairies."
Exploring the impact of community-based initiatives on dietary intakes and traditional and market food security in First Nation populations of the Mushkegowuk Territory,"['Gates, Allison']",['N/A'],"['Aboriginal', 'Community-Driven', 'Diabetes', 'Food Security', 'Nutrition', 'Obesity', 'Participatory', 'Traditional Food', 'Vegetables & Fruit', 'Web-Based']",105000.0,257436,"The prevalence of overweight and obesity in Canada has risen steadily over the past 25 years, and continues to rise. Canadian Aboriginal populations face overweight and obesity rates far greater than the general population. Dietary intake is a potentially modifiable contributor to excess body weight; however, research on the dietary intakes of on-reserve Aboriginal people in Canada is scarce. Health improvement strategies are needed to improve the current situation.  The objective of this research is to evaluate the current nutrition environment and utilize a participatory, community-driven approach to reduce the incidence and prevalence of overweight, obesity, and diabetes in the communities of the Mushkegowuk Territory, on the Western coast of James Bay. This will first involve the evaluation of the current nutrition environment in these communities following the implementation of the Nutrition North subsidy program, which is hypothesized to have remained poor. It will then include the implementation and evaluation of sustainable community-driven strategies to improve the accessibility and affordability of healthy foods, namely vegetables and fruit and traditional game meats, through harvest sharing and community garden projects. As cost and availability are major barriers to healthy eating in these communities, it is hypothesized that these strategies will improve dietary intakes and community cohesion through harvest sharing. Data collection methods will include a validated web-based questionnaire (24-hour recall, food frequency questionnaire) to assess dietary intakes at baseline and post-program.  Focus group methodology will be used in the formative stages, as well as for program evaluation.  This research will contribute to the paucity of data on the dietary intakes of on-reserve Aboriginal people in Canada and aims to improve these intakes using sustainable, innovative, community-driven approaches."
