Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
A Randomized Controlled Trial Adding Behavioural Counselling to Supervised Physical Activity in Cancer Survivors,"['Trinh, Linda']","['Adams, Scott', 'Campbell, Kristin', 'Chang, Eugene', 'Langelier, David M', 'McAuley, Edward', 'Oh, Paul', 'Rhodes, Ryan E']","['Behaviour Change', 'Cancer Survivors', 'Exercise Maintenance', 'Multi-Process Action Control Framework', 'Physical Activity']",100000.0,477300,"Physical activity has numerous health- and cancer-related outcomes, but most cancer survivors are not active enough for these benefits. Cancer and its treatment together with the threat of COVID-19, has contributed to additional stress levels experienced by cancer survivors. Therefore, supportive care interventions adapted to the pandemic among cancer survivors are needed. Building on our successful pilot study, we will evaluate the effects of delivering a 6-month supervised physical activity program plus standard exercise counselling (PA+EC) versus a supervised physical activity plus motivationally-enhanced behavioural counselling (PA+BC) on moderate-to-vigorous physical activity in cancer survivors. We now propose an efficacy trial with some modifications to address the maintenance of behaviour change we observed in the initial pilot. Maintenance of physical activity is a key focus in this trial. As such, all components of the previous intervention including the behavioural counselling will be retained and we will provide additional support through an extended program of physical activity and behavioural support through synchronous videoconferencing to maintain behaviour change. Cancer survivors will receive an individualized aerobic prescription at moderate-to-vigorous intensity. The PA+BC group will receive twelve behavioural counselling sessions with a physical activity specialist, and the corresponding counselling session will be delivered bi-weekly after each supervised physical activity session. In addition to the supervised physical activity sessions, the PA+EC (i.e., control group) will receive twelve standard physical activity counselling sessions based on exercise training principles. Support for this study will create a physical activity maintenance program that can be used by clinical and community-based organization as a supportive care tool to improve health outcomes for cancer survivors across Canada."
Innovative Practices to Enhance Roles of Exercise in Smoking Cessation,"['Tritter, Mia']",['N/A'],"['Exercise Maintenance', 'Group-Mediated Cognitive-Behavioral', 'Relapse Prevention', 'Smoking Cessation']",17500.0,255312,"Continuing efforts to eradicate cigarette smoking is essential in hopes to improve the overall health of our society. Lung cancer, caused primarily by smoking, is the second most common cancer in both men and women, and is the leading cause of cancer death in Canada.  A significant amount of medical attention has been devoted to developing strategies to help smokers quit. As a result, the prevalence of smokers in Canada has continued to decline. However, it is imperative that we continue to develop innovative approaches to aiding smoking cessation. Exercise has received ample support as an effective smoking cessation aid, as it not only assists with relieving nicotine withdrawal symptoms but also minimizes post-cessation weight gain, a pressing concern for many smokers hoping quit. Research has shown that pairing exercise with traditional smoking cessation aids, such as Nicotine Replacement Therapy (NRT) can increase the success of quit rates. Applying these positive research findings into the real-world setting is necessary to improving health at a population-level. The goal of my master's thesis is to utilize the research findings from the exercise-based smoking cessation research trial, situated out of our laboratory at the University of Western Ontario, and develop a quit smoking program at the YMCA in London, Ontario that aims to help smokers quit cigarettes in a healthy manner with the assistance of exercise."
The Prevalence and Impact of Glaucoma and Vision Loss in Canada,"['Trope, Graham E', 'Jin, Yaping']","['Badley, Elizabeth M', 'Jinapriya, Delan', 'Sharma, Sanjay']","['Economic Impact', 'Glaucoma', 'Prevalence', 'Quality Of Life', 'Validation', 'Vision Loss']",5000.0,185622,"There are no reliable Canadian prevalence studies on glaucoma and vision loss. The Federal government and Health Canada rely on self-reported prevalence data derived from telephone questionnaires. Over a 5 year period we will conduct a number of studies to: 1) Accurately estimate for the first time the prevalence of glaucoma and vision loss in Canada and evaluate the utility and limitations of self-reported glaucoma and vision loss; 2) Provide an understanding of the quality of life and economic impact of glaucoma and vision loss; 3) Determine for the first time the population's level of glaucoma knowledge, awareness and vision care utilization. This information will impact current and future eye disease surveillance methods and provide policy makers, health care authorities and legislators with the necessary data to decrease the social and economic burden of glaucoma and vision loss facing our aging Canadian population."
Transfusion-related Epstein-Barr Virus (EBV) infection among allogeneic stem cell transplant pediatric recipients: a multicenter prospective cohort study (TREASuRE study),"['Trottier, Helen']","['Alfieri, Carolina', 'Buteau, Chantal', 'Duval, Michel', 'Lacroix, Jacques', 'Robitaille, Nancy', 'Spinella, philip', 'Tucci, Marisa']","['Blood Products', 'Epidemiology', 'Epstein-Barr Virus', 'Immunosuppression', 'Transfusion', 'Viral Transmission']",,273795,"In many countries, numerous steps are taken to minimize the risk of infection from transfused blood products. However, the risk of transfusion transmitted infections for which testing is not currently performed continues to be a concern. Among these untested infectious agents is Epstein-Barr virus (EBV) which, in the transplant setting, is associated with a malignant tumor of white blood cells. This is an especially serious complication in infants and young children who are exposed to the virus shortly after their transplant. EBV is also associated with many other complications. It is imperative to track the source of virus and find ways to prevent its transmission to patients at risk. We therefore propose to undertake an epidemiological study in children receiving umbilical cord-blood and bone marrow transplants. Our objective is to examine the incidence of post-transplant Epstein-Barr virus infection in these children and its association with blood product transfusion. To do this we have designed a multicenter prospective cohort study involving several sites in Canada and the USA. We will collect data from patient charts to help us determine the level of transfusion-related risk for acquiring Epstein-Barr virus infection. Demonstrating transmission of Epstein-Barr virus via transfusion in these patients may give rise to new policies which in turn may have significant implications with regard to the morbidity and mortality associated with Epstein-Barr virus infection."
Human papillomavirus (HPV) perinatal transmission and risk of HPV persistance among children: A pilot cohort study.,"['Trottier, Helen']","['Carceller, Ana Maria', 'Coutlée, François', 'Francoeur, Diane', 'Fraser, William D', 'Mayrand, Marie-Helene', 'Monnier, Patricia O']","[""Children'S Health"", 'Cohort Study', 'Human Papillomavirus', 'Perinatal Transmission', 'Pregnancy']",400929.0,172376,"The role of Human papillomaviruses (HPV) in the pathogenesis of malignant tumours has been well described. HPV is recognized unequivocally as the main causal factor for cervical cancer, is thought to be responsible for a substantial proportion of many other anogenital neoplasms and a non negligible portion of head and neck cancers (oral cavity, pharynx, and larynx) and is suspected to play a causal role in many other neoplasms, such as conjunctiva carcinoma. HPV is the most common sexually transmitted infection in the world and the prevalence can reach 30-40% among young sexually active women of reproductive age. A high probability of perinatal transmission of HPV is supported by several studies, although methodological limitations (small sample size, short follow-up, sample contamination, etc.) hamper definitive conclusions. Even if it is imperative to answer questions about HPV in children, currently there is a paucity of firm data available. This pilot cohort study is designed to establish the risk of perinatal transmission of type-specific HPV to the mucosa of newborns (conjunctival, pharyngeal, bucal and genital), delineate the risk factors associated with perinatal transmission, determine the risk of persistence of HPV infection among children, analyse the risk factors associated with persistence, characterize the presence of antibodies against HPV in infected mothers and their children and assess the prevalence of HPV in placenta specimen and its relationship with adverse pregnancy outcome. This pilot project will serve as a template to apply relevant technical and scientific adjustments to the research protocol before going on with a larger sample and longer follow-up. The study will improve our understanding of the natural history of HPV across the lifespan. This, in turn, may identify a possible point at which to intervene to prevent HPV infection."
Produits sanguins provenant de don de sang d'hommes ayant des relations sexuelles avec d'autres hommes (Étude PS-HARSAH),"['Trottier, Helen']","['Alfieri, Carolina', 'Lacroix, Jacques', 'Roger, Michel']","['Agents Pathogènes', 'Groupe À Risque', ""Hommes Ayant Des Relations Sexuelles Avec D'Autres Hommes"", 'Produits Sanguins', 'Transfusion']",596700.0,409843,"Des procédures strictes sont nécessaires pour assurer la sécurité des produits sanguins et minimiser le risque de transmission d'infection par l'entremise des transfusions. Plus spécifiquement, les organismes en charge de l'approvisionnement en produits sanguins font le dépistage d'un ensemble de pathogènes infectieux dans le protocole de contrôle de la qualité (Hépatite B et C, (HBV, HCV), virus de l'immunodéficience acquise (VIH), virus de la leucémie des cellules-T (HTLV-1/2), syphilis, Virus du Nil (WNV), maladie de Chagas (Trypanosoma cruzi) et sur des unités sélectionnées, le cytomégalovirus (CMV/herpesvirus-5). Par ailleurs, un ensemble de normes est mis en place pour limiter les dons de sang aux personnes considérées à faible risque de transmettre des infections. Par exemple, à l'heure actuelle on exclut les hommes ayant des relations sexuelles avec d'autres hommes (HARSAH) dans un passé rapproché dans l'optique de limiter la possibilité de transmission
d'agents infectieux aux personnes qui reçoivent des transfusions de produits sanguins.
Cependant, les HARSAH constituent un important bassin de population qui n'est pas nécessairement à risque de transmettre des agents pathogènes. Il va de soi qu'il est malheureux de restreindre une partie importante de cette population des dons de sang qui
présente pourtant un risque négligeable.
Le but de cette présente étude est d'identifier au sein d'une cohorte multicentrique de HARSAH, les individus présentant de faibles risques de transmission d'agents pathogènes afin de déterminer quels profils seraient admissibles à donner du sang sans compromettre la sécurité des produits sanguins. Plus spécifiquement, les objectifs sont d'analyser dans le sang ou l'urine, au recrutement et à 12 mois, la présence d'agents pathogènes transmissibles par transfusion et d'analyser ces agents pathogènes en lien avec un ensemble de facteurs de risque chez les HARSAH. Ce projet a un potentiel important de retombées."
Strengthening a Social Determinants of Health and Health Equity Approach in Health Strategy Design,"['Trowbridge, Joslyn']",['N/A'],"['Health Equity', 'Health Policy Research', 'Population Health Approach', 'Qualitative Research', 'Social Determinants Of Health', 'Strategy Design And Evaluation']",35000.0,387619,"Canada has committed to taking action on health inequalities. Understanding the social determinants of health, such as income, education, gender, race, and social environment, is important for creating effective and equitable health promotion and protection strategies. This project seeks to understand how this perspective informs and is expressed in Canada's tuberculosis approach. It aims to offer insights into the barriers and facilitators of a social determinants of health, health equity, and systems science approach in an applied public health policy context."
Améliorer la prédiction du risque cardiovasculaire en considérant les stresseurs psychosociaux au travail,"['Trudel, Xavier', 'Gilbert-Ouimet, Mahée']","['Adda, Mehdi', 'Brisson, Chantal', 'Dionne, Clermont', 'Lavigne-Robichaud, Mathilde', 'Milot, Alain', 'Talbot, Denis']","['Cohorte Prospective', 'Maladies Cardiovasculaires', 'Prédiction Du Risque Cardiovasculaire', 'Prévention Primaire', 'Stresseurs Psychosociaux Au Travail', 'Épidémiologie']",344250.0,489281,"A l'échelle mondiale, les maladies cardiovasculaires (MCV) constituent la première cause de mortalité des femmes et des hommes. La prédiction du risque cardiovasculaire constitue une mesure cruciale pour orienter et améliorer la prévention des MCV. Les outils de prédiction du risque cardiovasculaire sont utilisés pour identifier les individus à risque de développer une MCV, pour prédire le fardeau futur de mortalité et de morbidité au niveau populationnel et pour informer les décideurs et les autorités de santé publique. Les stresseurs psychosociaux et les longues heures de travail, constituent des expositions fréquentes et modifiables, qui ont un effet néfaste documenté sur l'incidence des MCV. Les stresseurs au travail ne sont pas considérés dans les outils existants de prédiction du risque cardiovasculaire et ne sont pas reconnus dans les directives actuelles de prévention au Canada et ailleurs. Le présent projet vise à fournir des probantes sur l'amélioration de la prédiction du risque cardiovasculaire résultant de la considération des stresseurs psychosociaux au travail. Les analyses seront effectuées à partir de deux cohortes de plus de 6 000 travailleurs suivis de 12 à 18 ans. Les cas incidents de maladies cardiovasculaires seront identifiés. Des méthodes statistiques innovantes seront utilisées. Notre projet fournira des données probantes inédites pour bonifier les recommandations de prévention et les outils de prédiction existants. Ceci pourra mener à élargir l'approche individuelle actuellement proposée et favoriser le développement de pratiques cliniques qui considèrent l'environnement de travail. Par un plan de transfert des connaissances intégré, les résultats de l'étude auront des retombées concrètes et adaptées pour les milieux cliniques, les milieux de travail et la santé publique."
"Prévenir l'hypertension, le diabète de type 2 et les maladies cardiovasculaires en ciblant les stresseurs psychosociaux au travail, les longues heures de travail et les mauvaises habitudes de vie : Des fractions attribuables à la simulation d'interventions dans une cohorte de 9,188 hommes et femmes suivis 24 ans.","['Trudel, Xavier', 'Gilbert-Ouimet, Mahée', 'Talbot, Denis']","['Brisson, Chantal', 'Duchaine, Caroline', 'Lamontagne, Anthony D', 'Laurin, Danielle', 'Lavigne-Robichaud, Mathilde', 'Milot, Alain', 'Poirier, Paul', 'Smith, Peter M', 'Vezina, Michel']","['Diabète', 'Habitudes De Vie', 'Intervention Préventive', 'Longues Heures De Travail', ""Méthodes D'Inférence Causale Longitudinales"", 'Prévention Des Maladies Chroniques', 'Stresseurs Psychosociaux Au Travail', 'Épidémiologie Cardiovasculaire', 'Épidémiologie Occupationnelle', 'Étude De Cohorte Prospective']",401625.0,460620,"Les maladies cardiovasculaires (MCV) constituent la première cause de mortalité des femmes et des hommes. Un grand nombre de Canadiens présentent des atteintes cardio-métaboliques qui précèdent la survenue des MCV, comme l'hypertension artérielle (HTA) et le diabète de type 2 (DT2). Toutes les instances décisionnelles et consultatives en matière de
santé s'entendent sur l'importance de réduire les facteurs de risque modifiables qui favorisent le développement de l'HTA, du DT2 et des MCV, incluant les mauvaises habitudes de vie. Parmi les facteurs de risque modifiables, les stresseurs psychosociaux au travail et les
longues heures de travail sont moins bien connus des cliniciens et des décideurs. Les études suggèrent que le nombre de cas de MCV résultant de ces facteurs au travail pourrait être équivalent au nombre de cas résultant du tabagisme ou de l'inactivité physique. Malgré cela,
les stresseurs psychosociaux au travail et les longues heures de travail sont peu considérés dans les recommandations cliniques et de santé publique. Pour orienter les politiques publiques en santé au travail, les cibles de prévention par les équipes médicales et les actions préventives en milieu de travail, notre projet vise à estimer la contribution des stresseurs psychosociaux au travail, des longues heures de travail, et de
deux habitudes de vie, soit le tabagisme et l'inactivité physique, au développement de l'HTA, du DB2 et des MCV. Nous estimerons la proportion de cas de ces maladies pouvant être prévenue lorsque l'exposition à ces deux groupes de facteurs de risque est réduite ou
éliminée. Notre projet permettra donc d'évaluer l'impact potentiel d'une approche de prévention intégrée ciblant simultanément les facteurs de risque au travail et les mauvaises habitudes de vie, ce qui demeure inconnu à ce jour. Cet objectif sera réalisé en tirant profit d'une étude longitudinale de très haute qualité incluant 9188 femmes et hommes suivi
pendant 24 ans (1991-2018)."
A Meta-analysis of Children's Activity During Physical Education Lessons Taught by Generalist and Specialist Teachers,"['Truelove, Stephanie']",['N/A'],"['Accelerometry', 'Elementary School', 'Meta-Analysis', 'Physical Activity', 'Physical Education', 'Sedentary Time', 'Systematic Review', 'Teacher']",1000.0,411987,"Physical education (PE) class allows for regular and structured opportunities to be active during the school day, while providing time for children to develop the skills, knowledge, and attitudes needed to lead a healthy active lifestyle. However, quality of instruction and physical activity opportunities vary as specialists do not exclusively teach PE at the elementary school level. Therefore, it becomes the responsibility of the classroom teacher (i.e., generalist teacher) to teach this subject, despite possessing, in some cases, little or no PE knowledge or qualifications. The purpose of this review was to explore the extent to which teacher specialization contributes to physical activity accumulation and sedentary time in this environment. Seven databases were searched for peer-reviewed, English-language, original research. Percentage of PE lesson spent in moderate-to vigorous-intensity physical activity (MVPA) and sedentary time was synthesized across two types of teachers: generalists and specialists. Of the 42 articles included in this review, 32 assessed physical activity/sedentary time during PE offered by specialist teachers, nine assessed PE offered by generalist teachers, and one presented results for both types of teachers. Subgroup analyses found that children spent an average of 33.8% of their PE class time in MVPA when taught by a specialist, and 29.9% of their PE class time in MVPA when a generalist was responsible for instruction. Similarly, children spent 34.2% of PE class time in sedentary pursuits under the instruction of a specialist, and 40.9% of PE class time when taught by a generalist teacher. Overall, this review highlights that regardless of teacher specialization, physical activity levels during PE class at the elementary school level are much lower than the recommendation of 50% of lesson time spent in MVPA."
Promoting Food Literacy: facilitators and barriers to educational interventions,"['Truman, Emily J']",['N/A'],['Ics Travel Awards'],1500.0,364858,"Given rising levels of obesity and poor eating habits, food education is needed to enable Canadians to make informed choices in a complex food landscape. ""Food literacy"" provides individuals with specialized skills and knowledge that enable them to make better choices about what they eat, contributing to improved long-term health and wellbeing. Food literacy programs are growing in popularity in public health, but they still face significant barriers that prevent effective use.

This presentation examines existing research on food literacy to identify factors that both prevent and promote the successful implementation of food literacy programs. This information was collected through a systematic literature review (scoping review) of academic and non-academic research on the topic of food literacy. The search located 1049 documents, of which 28 were identified as unique studies reporting factors that both promote and prevent successful food literacy programming. These factors were recorded, along with information on study type, country of origin, and population targeted. 

The results of the study demonstrate that a there are wide variety of factors affecting the design and use of food literacy programs: study types are diverse; the largest number of studies are Canadian based; and there is a dual focus on adult skill and knowledge acquisition and the design of child/adolescent focused educational programming. These results suggest that more work is needed to understand and address this wide variety of factors and suggest best practices for improving how programs are designed and carried out. A more thorough understanding of the challenges facing food literacy initiatives contributes not only to improved program content, but also to improved long-term individual and population health."
Evaluating the impact of a media literacy and food marketing intervention for children,"['Truman, Emily J']",['N/A'],['Ics Travel Award'],1500.0,400270,"In light of children's exposure to high levels of food marketing, media literacy skills are needed to navigate advertising appeals promoting the consumption of unhealthy (e.g., high fat, salt and sugar) foods. Health-promoting media literacy education encourages children to use analytical skills to critically examine media messages, and recognize their influence on perceptions, in order to make more informed health choices. However, there is limited research on media literacy intervention efficacy where nutrition promotion is concerned, including how to measure the acquisition of analytical skills needed to navigate food marketing appeals. This study addresses those gaps through the evaluation of evidence-based health-promoting media literacy lesson plans for children focusing on critical knowledge of food marketing and packaging. 

Two evidence-based ""Media Literacy & Food Marketing"" lesson plans developed for grades 3-6, and grades 6-9, were used by teachers in the classroom. A measurement tool (four question assignment) was created to assess children's pre and post-lesson levels of critical knowledge about packaged food and marketing messages, in relation to specific core constructs contained within the lesson plans (e.g., analysis and evaluation skills). A total of 71 students participated from grades five, seven, eight, and nine, from two Alberta schools (one urban, one rural). Qualitative analysis (using Nvivo 12) of the participant responses showed small relative increases in analysis and evaluation skills in post-lesson responses, in comparison with pre-lesson answers. Students were better able to understand food marketing appeals, and to assess the nutritional content of packaged foods. This study provides researchers, educators and practitioners with an approach to evaluating the acquisition of critical analytical skills around food, nutrition and health which have the potential to support informed food choices."
"Exploring Trends in Children's Oral Health in Winnipeg, Manitoba","['Truong, David']",['N/A'],"['""Ics Studentship""']",5000.0,323872,"""ICS Studentship"""
Developing a conceptual model to examine infectious disease surveillance and access to healthcare among hard-to-reach populations,"['Tschirhart, Naomi A']",['N/A'],"['Communicable Disease', 'Health Equity', 'Health Surveillance', 'Healthcare Access', 'Inter-Jurisdictional Collaboration', 'Migrant/Refugee Health']",1500.0,303967,ICS Travel Awards
"Investigating the mental health impacts of exposure to heat among schoolchildren in Accra, Ghana","['Tseng, Tzu-Wei']",['N/A'],"['Child Mental Health', 'Climate Change', 'Environmental Epidemiology', 'Heat', 'International Health', 'Temperature']",105000.0,497084,"Climate change leads to hotter weather and more extreme heat waves. Increasing evidence suggests that excess heat not only affects physical health, but also mental health. Children are particularly vulnerable as their brains are rapidly developing and their capacity to protect themselves from heat and its impacts is limited. Few studies have examined how heat affects mental health in children, especially in the Global South.

In my research, I will assess whether being exposed to heat affects the mental health of children living in Accra, Ghana, and identify whether some children may be more vulnerable than others. I will first map the distribution of heat across the city and examine the urban characteristics of hotter versus cooler parts of the city. I will then assess whether heat affects children's mental health. Finally, I will evaluate whether some children are more affected than others because of their gender, ethnicity or where they live. 

My work will provide new evidence of how exposure to heat affects children's mental health. These results will help inform Accra's strategies of adapting to heat by taking local characteristics and children's mental well-being into consideration. Findings from this work can also contribute to identifying effective actions that will support the mental health of other children in the global community facing the perils of heat stress from climate change."
"Utilizing Indigenous Knowledge and Western Science as Complementary Constructs: The Synchronization of Traditional Harvesting Activities and Agroforestry Community Gardens to form a Sustainable Import-Substitution Strategy for Enhancing Food Security in Subarctic Ontario, Canada","['Tsuji, Leonard J']","['Hanning, Rhona M', 'Oelbermann, Maren']","['Adaptation', 'Agroforestry', 'First Nations', 'Food Security', 'Knowledge Systems', 'Nutrition', 'Obesity', 'Subarctic', 'Sustainability', 'Traditional Foods']",419887.0,292392,"The Food Security Assembly has defined food security as ""the assurance that all people at all times have both the physical and economic access to the food they need for an active, healthy life."" Food security has been recognized as a determinant of health. Position papers on food security in Canada point to the unique food security challenges faced by Aboriginal people living in remote-northern communities, such as, the higher cost of living, and limited access to healthy foods. However, the types of interventions in the north have been limited, as the northern food system has not been seen or addressed as a whole, but rather as separate pieces of a complex puzzle. We address this shortcoming in our proposed project by forming a sustainable import-substitution strategy based on traditional activities (e.g., hunting overabundant waterfowl, wood heating), with their by-products (e.g., offal, potash) being used to fertilize agroforestry community gardens. Agroforestry is a recent term for an ancient practice of combining woody perennials (e.g., trees) with crops in spatial and temporal arrangements that optimize beneficial biological interactions. Being more diverse, and thus more resilient to environmental disturbance than conventional agriculture, agroforestry stewardship has the potential to act as a more reliable local-food system in light of global warming, especially in the north. Expected benefits of this initiative include: enhanced food security due to the sharing of traditional meats, fruits and vegetables, and associated health benefits at the individual, household and community levels; and the proposed study will provide First Nations, health care professionals, planners and policy makers with new information on food security interventions in relation to northern First Nations, in light of a more holistic approach."
A Community-based Approach to Pandemic Planning: Swine Flu (H1N1) and Remote First Nation communities of sub-arctic Ontario.,"['Tsuji, Leonard J']","['Sutherland, Celine']","['Community Planning', 'Community-Based Approach', 'First Nations', 'H1n1', 'Health Planning', 'Remote Communities']",100000.0,198473,"In March 2009, an outbreak of a severe acute respiratory infection occurred in Mexico, now known to be caused by a novel subtype of influenza A virus, the H1N1 (swine) flu. After spreading to over 48 countries, the World Health Organization on June 11, 2009, declared the first global pandemic in 41 years. H1N1 is similar to the ""Spanish Flu"" of 1918, where some Aboriginal communities suffered a mortality rate of 50%, compared to the Canadian mortality rate of non-Aboriginal communities of only 0.3%. Recent data indicate that Canada's First Nation population has been disproportionately affected by the H1N1 flu virus, especially remote, northern communities. Differences in social, economic, and environmental factors, along with differences in public health preparedeness, may account for the high rates of the H1N1 flu in Aboriginal populations. A reveiw of the federal, provincial, and local pandemic influenza plans has revealed that although some of the First Nation communities' unique concerns were being mentioned, it was unclear how the special needs needs of the remote First Nations were being addressed. Remote Cree First Nations of the western James Bay region have recently faced outbreaks of H1N1 associated with the emerging waves of the current pandemic. Our proposed study aims to address the concerns of Directors/Supervisors of Health Services in some of these communities who feel that existing pandemic plans were not sufficient with regards to addressing the unique conditions that exist in their remote communities. Our proposed study will investigate how existing pandemic plans can be improved with community input, to address the unique conditions of remore First Nations. The pandemic plans based on the results of the present study should allow remote First Nations to be better prepared to respond before, during, and after a pandemic; thus, improving the general health of these remote communities."
Sharing the Harvest: A Community and Regionally-Based Intervention Strategy Addressing Food Security and Sustainability Issues in First Nations of the Mushkegowuk Territory,"['Tsuji, Leonard J']","['Hanning, Rhona M', 'Sutherland, Celine', 'Wainman, Bruce C']","['Environmental/Cultural Sustainabilty', 'Food Insecurity', 'Harvest Sharing', 'Lead And Non-Toxic Ammunition', 'Nutririon And Obesity', 'Stable Lead Isotope Ratios']",280618.0,188665,"Food security ""is the assurance that all people at all times have both the physical and economic access to the food they need for an active, healthy life¿the food itself is safe, nutritionally adequate, [and] culturally appropriate"" (Food Security Assembly, 2004). Food insecurity exists when people do not have adequate physical, social or economic access to food as defined above. Food security has been recognized as a determinant of health and individuals experiencing food insecurity are at a greater risk for many negative health consequences. Historically, the Omushkego Cree of northern Ontario, Canada, have had to deal with recurring periods of food insecurity. At present, one of the barriers to the consumption of healthy traditional foods is the expense associated with harvesting. Thus, people that formerly consumed a more nutritious wild meat diet became more dependent on cheap, non-nutritious, store-bought food. Our intervention would support First Nations people who could not afford to harvest traditional game by transporting them up to Cape Henrietta Maria, Ontario, to hunt spring snow geese (Chen caerulescens); the harvesters would use only steel shotshell, so as not to lead contaminate the meat. It should also be noted that the over-population of snow geese is destroying the environment; this is well documented. So the First Nation harvesters through the proposed intervention would be receiving many benefits: an uncontaminated, nutritious source of traditional food (snow goose); participating in the harvesting aspect of their culture, which also has important social benefits associated with well-being; protecting the environment for future generations by participating in the North-American wide, snow goose harvest initiative; and addressing the food security issue not only at the harvester level, but at the community level by ""sharing the harvest"". We would evaluate the effectiveness of the program both qualitatively and quantitatively."
"Increasing the Adaptive Capacity of Subarctic and Arctic Aboriginal People to Environmental Change through Environmental Monitoring, Modelling, and Health Planning: the Use of Innovative, Web-Based, Informatics Tools.","['Tsuji, Leonard J']","['Cowan, Donald D', 'Mitrovica, Jerry']","['Aboriginal Peoples', 'Adaptive Capacity', 'Collaborative Geomatics', 'Environmental Change', 'Health Planning', 'Information Technology', 'Northern Canada', 'Traditional Environmental Knowledge', 'Vulnerability', 'Western Science']",100000.0,329811,"Vulnerability can be decreased through two main intervention options: ""1. Reduce the degree of exposure to the hazard; 2. Increase the ability to cope."" (FAO 2008:2). It is widely accepted that climate change has disproportionately impacted subarctic and arctic regions of Canada and the Aboriginal (First Nations, Inuit, and Metis) people who have called this land home for millennia. As ice thickness has been affected and varies within a year, having information on the safety of ice-based, travel routes on an hourly/daily/weekly basis would be of great importance to these communities who use frozen water as transportation corridors. To reduce the degree of exposure to unsafe travel routes, there is a need for the monitoring of environmental change using both scientific and Indigenous knowledge. Working with the Cree people of subarctic Ontario, our research team has developed an innovative, interactive web-based informatics tool that utilizes high-resolution satellite imagery and real-time capabilities. Features of the informatics tool would allow individuals in remote communities to work together in a social network to gather, store, process, and present spatially-referenced knowledge (e.g., pictures, narratives, videos, etc.) in real-time. The first part of the proposed project will reduce the degree of exposure to a hazard (unsafe, ice-based, travel routes).  The second part of the project will increase the ability of northern Aboriginal people to cope with sea-level change by constructing a state-of-the-art, online, freely available system that predicts sea-level change in northern Canada, to allow for adaptive health planning. The vulnerability of northern coastal communities to sea-level change varies considerably between locations; sea level will rise in some areas and fall in other areas. As sea-level change is area specific, it follows that environmental health planning must also be area specific based on the best information available, which we will provide"
Do Land-Centered Mitigation Strategies Positively Impact Indigenous Health and Wellbeing in subarctic Canada?,"['Tsuji, Leonard J', 'Katapatuk, Billy', 'Liberda, Eric N', 'Solomon, Andrew']","['Kirchhoff, Denis', 'Whitelaw, Graham S']","['Best Practices', 'Development', 'Environment And Health', 'Health And Wellbeing', 'Indigenous Homelands', 'Knowledge Translation', 'Land-Centred Mitigation Strategies', 'Negotiated Agreements', 'Subarctic Canada', 'Two-Eyed Seeing']",1277550.0,368569,"Indigenous Knowledge is a body of knowledge and beliefs transmitted orally, being both cumulative and dynamic. During the 1970s, Indigenous knowledge gained credibility on the international stage. When there is more than one way of knowing, all ways should be used to contribute to a more complete understanding of complex environment-and-health issues, such as, development on Indigenous traditional homelands. The proposed project will use Indigenous knowledge and mainstream science as complementary ways of knowing and doing, in order to evaluate land-centered mitigation strategies related to development projects on Indigenous homelands. It is well recognized worldwide that Indigenous groups have significantly lower standards of health compared to their non-Indigenous counterparts, and although many closing-the-gap programs have been initiated, this gap remains. Recently, there has been a movement away from this deficit model with more attention being paid by governments and researchers to the importance of time on the land as related to health and wellbeing. The proposed project will evaluate two existing land-centred mitigation programs. To evaluate the programs, we will use both quantitative and qualitative methods. We are trying to identify the key elements of these land-centered mitigation programs that promote health and wellbeing in Indigenous homelands, in the context of development. We want to develop a best practices framework that can be used to help inform future negotiated agreements between governments (or other proponents of development) and Indigenous groups, and also inform other government-administered programs. The proposed study will provide Indigenous communities, health care professionals, development proponents, and policy makers with new information on health and wellbeing, with respect to land-centered mitigation strategies."
Indigenous Approaches to Wellness: Land-Centred Interventions in Subarctic Canada,"['Tsuji, Leonard J', 'Solomon, Andrew', 'Liberda, Eric N']","['Katapatuk, Billy']","['Best Practices', 'Cree', 'Environment And Wellness', 'In-The-Bush Activities', 'Indigenous Homelands', 'Knowledge Translations', 'Land-Centred Interventions', 'Subarctic Canada', 'Two-Eyed Seeing', 'Youth']",149760.0,363940,"Indigenous Knowledge is a body of knowledge and beliefs transmitted orally, being both cumulative and dynamic. During the 1970s, Indigenous knowledge gained credibility on the international stage. When there is more than one way of knowing, all ways should be used to contribute to a more complete understanding of complex issues, such as, Indigenous approaches to wellness. The proposed pilot project will use Indigenous knowledge and mainstream science as complementary ways of knowing and doing, in order to evaluate land-centred intervention strategies on Indigenous homelands. It is well recognized worldwide that Indigenous groups have significantly lower standards of health compared to their non-Indigenous counterparts, and although many closing-the-gap interventions have been initiated, this gap remains. Recently, there has been a movement away from this deficit model with more attention being paid by governments and researchers to wellness and the importance of time on the land. Our research will evaluate two community-proposed, land-centred interventions in subarctic Canada. To evaluate the interventions, we will use both quantitative and qualitative methods. We are trying to identify the key elements of these land-centered interventions that promote wellness. Our long-term goal is to develop a best practices framework that can be used to help inform future land-centred interventions. The proposed study will provide Indigenous communities, health care professionals, and policy makers with new information on wellness and land-centered interventions."
