Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
"Impact of Developmental Coordination Disorder on the physical health of young children: A five-year study of motor coordination, physical activity, physical fitness and obesity","['Cairney, John', 'Missiuna, Cheryl A', 'Timmons, Brian W']","['Howard, Michelle I', 'Kwan, Matthew', 'Price, David J', 'Rivard, Lisa', 'Veldhuizen, Scott R', 'Wade, Terrance J', 'Wahi, Gita']","['Children', 'Developmental Coordination Disorder', 'Obesity', 'Physical Activity']",1579006.0,265587,"Developmental Coordination Disorder (DCD) is the term used to describe children who we used to call ""clumsy"". In Canada, about 1 to 2 children in every classroom has DCD. Parents and teachers tell us these kids have problems learning to do everyday motor activities like tying shoelaces, playing ball and climbing stairs. Some research has shown that these kids are more likely to be overweight and unfit by the time they are teenagers. We believe this is because they struggle with sports and play and, since they know they are not good at it, they choose not to do it. The problem is that the right research study has not been done yet so we do not know if this is the case or if there are reasons why they have these problems. Other research studies have looked at older children who already had trouble doing motor activities or who were already overweight and unfit. To understand how to help kids with DCD, we need to begin when they are young and still learning how to be active and play with their friends. In our study, we will test the motor skills of 2100 children ages 4 and 5 because we are not sure that we can identify kids with DCD until age 4. We expect to identify 300 children who have DCD according to medical criteria and we will randomly pick another 300 who are developing typically and who do not have motor problems. These children will then be seen every 9 months for a total of 5 visits. During these visits, we will examine their motor coordination, how much physical activity they do, how fit they are, their diet and how much they weigh. What makes our study new and exciting is that we will study how all these things relate to each other and how they change over time. Understanding these relationships, and working with knowledge users who can put the implications of these into practice, will help us make sure that kids with DCD are able to get the right type of support, at the right time, so they don't become unfit or obese."
Evaluation of the Implementation of the Nova Scotia Department of Education and Early Childhood Development's Physical Activity Framework,"['Caldwell, Hilary A']",['N/A'],"['Children', 'Comprehensive School Health', 'Evaluation', 'Health Promoting Schools', 'Physical Activity', 'Youth']",73500.0,449228,"Research tells us that children who take part in more active or energetic play are healthier than kids who are less active. We also know that Canadian kids are not doing quite enough active play every day to be healthy. Schools are an ideal place to add more active play into children's days because almost all children in Nova Scotia attend school daily. Nova Scotia developed a Physical Activity Framework to help schools be more active places through better environments, more opportunities for play and active lessons. The Framework will start to make schools more active places to be in Fall 2021. This is a new long-term program and we want to measure its success. The goal of this research project is to measure how the Physical Activity Framework is being used in schools across Nova Scotia. We will measure if students' physical activity levels and wellness change after being in schools that put the Framework into action.  We will also ask students and teachers about how their schools are becoming more active places, like adding new playgrounds or more active lessons. We will keep track of the changes for 2 years. This project will help us understand how to make schools more active places for students. We hope the results can help other provinces develop and start physical activity strategies in their schools too."
"An assessment of the impacts of Canadian minimum legal drinking age legislation on motor vehicle collisions, Emergency Department utilization, and crime","['Callaghan, Russell C']","['Asbridge, Mark', 'Reist, Dan', 'Stockwell, Timothy R']","['Alcohol', 'Crime', 'Hospital Admissions', 'Minimum Legal Drinking Age', 'Morbidity', 'Motor Vehicle Collisions', 'Regression-Discontinuity']",208962.0,291792,"Alcohol use is the largest contributor to the global burden of injury, disability and mortality among adolescents and young adults aged 10-24 years old. As a result, countries worldwide have implemented minimum legal drinking age (MLDA) legislation that seeks to reduce alcohol-related harm among youths by imposing age restrictions on the purchasing, possession, and consumption of alcohol. The MLDA is 18 years of age in Alberta, Manitoba, Québec, and 19 years of age in the rest of Canada. Recently, a renewed debate has occurred in Canada, New Zealand, Australia, and United States about drinking-age laws. In the spring/summer of 2013 in Canada, national and provincial alcohol-policy coalitions have recommended raising the MLDA, while some provincial political parties have tabled proposals to lower the MLDA. At this time, Canada lacks comprehensive and up-to-date scientific evidence about the effectiveness of its MLDA legislation. The current study aims to investigate whether the MLDA has an influence on key health and social outcomes and, if so, to estimate the size of its effects. In particular, our study will assess the impacts, if any, of the MLDA on: (1) fatal/non-fatal motor vehicle collisions (MVCs); (2) Emergency Department (ED) admissions for alcohol-use disorders and injuries; and (3) criminal behaviour among youth. Study results might show that the MLDA does or does not have an effect on our chosen health and crime outcomes. Regardless of the direction of our findings, our study will provide important scientific data for informing the current MLDA debate in Canada."
Moving Mountains: Addressing HIV/AIDS in Northern BC through Community Based Research,"['Callaghan, Russell C']","['Langlois, Andrea M', 'Milligan, Robert S', 'Reschny, Jamie A']","['Community-Based Research', 'Hiv/Aids', 'Northern British Columbia']",24899.0,284191,"Northern British Columbia (BC) has had limited success in addressing HIV/AIDS. The region lacks suitable human and financial resources to engage the social determinants of health that underlie such a persistent, communicable disease. This circumstance is not new for a northern, rural and remote region. Many regions face similar resource issues, including limited human and financial means, reflected in a gap between needs and adequate programming and research. Prince George, the largest urban centre in northern BC, has been host to many researchers and research projects. However, the region, and similar northern, predominantly rural areas, have not directly benefited from these projects. Many research projects are not inclusive of the region, as many researchers do not attempt to incorporate issues of community engagement indicative of northern, rural and remote regions. As a result, we propose to create greater collaboration among regional participants, researchers, knowledge users (KUs) and those located in urban centres. The purpose of the planning meeting is to assemble leaders in HIV/AIDS research and service delivery, policy-makers, and PHAs in northern BC, with the specific intent, to map current research projects and established collaborations with in Northern BC.  Further, we aim to plan the next steps for future collaboration through knowledge exchange and the identification of research questions and emerging issues among people living with HIV/AIDS (PHAs), researchers, and knowledge-users involved in HIV research, while keeping the coordination and provision of HIV health services in northern BC paramount in our focus."
Assessing the potential impacts of Canada's minimum age for tobacco sales (MATS) laws on youth smoking behavior.,"['Callaghan, Russell C']","['Bondy, Susan J', 'Chaiton, Michael O', 'Schwartz, Robert M']","['Minimum Age Of Tobacco Sales Laws', 'Policy Simulation Modeling', 'Population-Based Surveys', 'Smoking Frequency', 'Smoking Initiation', 'Smoking Intensity', 'Smoking Prevalence', 'Tobacco Control Policy', 'Types Of Smokers', 'Youth Smoking']",74990.0,363374,"Recently, experts from the United States and Canada concluded that raising the minimum age for tobacco sales (MATS) from 18-19 years to 21 years of age would have a substantial positive impact on public health and save lives. Both Hawaii and California implemented statewide legislation in 2016 to raise the minimum tobacco purchasing age to 21 years. Currently, MATS laws are 18 years of age in Alberta, Saskatchewan, Manitoba, Québec, the Yukon and Northwest Territories, and 19 years of age in the rest of the country. It is expected that a higher minimum-age policy would significantly reduce the number of teenagers and young adults starting to smoke and, as a result, decrease both immediate and long-term smoking-related harms in society, such as tobacco-related illnesses, cancers, and deaths. Research on MATS laws in Canada is lacking, and it is critically important to evaluate the potential impacts of such Canadian policy recommendations, especially given that approximately 18% of Canadians are current smokers. The proposed project will assess the impacts of Canada's current MATS laws on youth smoking behaviour, and it will consider the possibility that MATS laws will affect males and females differently. Given the lack of research on MATS laws, especially in Canada, the study results are likely to advance health policy development and implementation in Canada and abroad. The proposed project is also important because it will directly inform a primary aim of the current Canadian Federal Tobacco Control Strategy to prevent children and youth from starting to smoke."
Assessing the impacts of the Cannabis Act on patterns of motor vehicle collision injuries among youth and young adults in emergency departments across Canada,"['Callaghan, Russell C']","['Asbridge, Mark', 'Macdonald, Scott A', 'Stockwell, Timothy R']","['Cannabis', 'Cannabis Legalization', 'Emergency Department Utilization', 'Motor Vehicle Collision Injuries', 'Youth And Young Adults']",124628.0,404018,"The Canadian Federal government intends to legalize adult recreational cannabis use via the Cannabis Act on October 17, 2018. The Canadian Pediatric Society and the Canadian Association of Chiefs of Police have expressed concern about how cannabis legalization might exacerbate patterns of motor vehicle collisions (MVCs) among young people. Cannabis-impaired driving is now more prevalent among adolescents than alcohol-impaired driving, and individuals aged 15-24 years have the highest annual numbers of national emergency department admissions for MVC injuries.

One of the three central goals of the Cannabis Act aims to prevent cannabis use and related harms among youth. The Cannabis Act imposes a federal minimum-age restriction for the sale of cannabis products to individuals at least 18 years of age, with provinces having the mandate to set increased age limits. At this time, the MLCAs are 18 years in Alberta and Québec, and 19 years in the rest of the country. The Principal Investigator's prior research has shown that Canadian minimum-age restrictions do work. For example, in comparison to young people slightly younger than minimum legal drinking age (MLDA) restrictions, those young people just older than the MLDA have significant and immediate increases in MVC injury presentations to inpatient hospitals/emergency departments, police-reported alcohol-impaired driving crimes, and alcohol-related MVCs. 

The project aims to assess the impacts of cannabis legalization on patterns of MVC injuries among youth (defined as individuals still under MLCA restrictions) and young adults (those just older than the cannabis age-based limits) presenting to emergency departments across Canada. It is expected that the implementation of the Cannabis Act will be associated with: (1) significant increases in patterns of injury due to MVCs among young adults just older than the provincial/territorial MLCAs; and (2) no evidence of change in MVC injuries among age-restricted youth."
Assessing the impacts of the Cannabis Act on health- and crime-related outcomes among youth.,"['Callaghan, Russell C']","['Asbridge, Mark', 'Hathaway, Andrew D', 'MacDonald, Marjorie A']","['Cannabis Act', 'Cannabis Legalization', 'Cannabis-Related Morbidity', 'Crime', 'Minimum Legal Cannabis Sales Age Laws', 'Youth']",153000.0,450605,"TITLE: Assessing the impacts of cannabis legalization on youth.

Background and Importance. On October 17, 2018, the Canadian Federal government implemented the Cannabis Act-the framework for cannabis legalization in Canada. This legislation requires a comprehensive assessment of the Cannabis Act's effects on the health of Canadian youth. The proposed studies support the evaluation of the Cannabis Act.

Research Aims. The current proposal examines two critically important national and international public health concerns related to youth and cannabis legalization: (STUDY 1) police-reported youth cannabis-related criminal offenses; and (STUDY 2) the effectiveness of minimum legal cannabis sales age (MLCSA) laws-a key legislative component of legalization designed to protect underage youth from cannabis-related harms.

Methods. The proposed project will undertake two studies, each using a different set of data. STUDY 1 will use national police-reported crime data. STUDY 2 will work with emergency department data from Ontario and Alberta, as well as with national inpatient hospital admission data. Statistical analyses will evaluate how aspects of the cannabis legalization process might be associated with possible cannabis-related harms or benefits to youth.

Study Team. The study team has the experience and demonstrated expertise to complete the studies and make the scientific findings widely available to other scientists, policymakers, and the general public.

Expected Outcomes and Significance. The project supports the evaluation of the Cannabis Act, and it will help to determine the potential harms and benefits of cannabis legalization and its overall impact on Canadian youth."
Holy Homophobia: Doctrinal Disciplining of Non-Heterosexuals in Canadian Catholic Schools AND Comparing Closets: A Transnational Study of Homophobia in Catholic Schools,"['Callaghan, Tonya D']",['N/A'],['Ics Travel Awards'],2500.0,269138,ICS Travel Awards
A Drug User Led Educational Program Targeting Unsafe Injecting,"['Callon, Cody']",['N/A'],"['Addiction Services', 'Community Work', 'Hiv Prevention', 'Injection Drug Use', 'Quantitative Methods']",17500.0,176637,Not Applicable
"HIV serodiscordant couples in Canada: a mixed-methods study of risk management, health and wellbeing for people living with HIV and their partners","['Calzavara, Liviana']","['Tharao, Wangari E', 'Allman, Dan B', 'Bisaillon, Laura M', 'Bourne, Adam', 'Conway, Brian', 'Daftary, Amrita', 'Gladstone, Brenda M', 'Landry, Tamara M', 'Loutfy, Mona R', 'Mendelsohn, Joshua', 'Myers, Ted', 'Routy, Jean-Pierre']","['Antiretroviral Therapy', 'Biomedical Prevention', 'Hiv Serodiscordant Couples', 'Hiv/Aids', 'Mixed Methods', 'Relationships', 'Social Determinants Of Health', 'Stigma', 'Wellbeing']",471733.0,307269,"In the era of combination antiretroviral therapy, HIV-serodiscordant couples (SDCs) are a growing population group who are unique given that repeated exposure to HIV within the intimate relationship must be continually reconciled with rapid advances in biomedical treatment, sexual risk decision-making, and the maintenance of overall relationship satisfaction. These relationship dynamics occur in a social context where disclosure of HIV-serodiscordant status may prove challenging given HIV-related stigma. The lack of Canadian research on these issues presents a clear opportunity to expand scientific understanding of relationship dynamics within SDCs, to improve supportive services, and promote the wellbeing of these Canadian couples. To this end, we are proposing a national, cross sectional, mixed-methods study that aims to examine the links between relationship satisfaction and management of transmission risk among SDCs in Canada. SDCs will be recruited to a quantitative survey and/or qualitative interview that will gather evidence on: (1) sociodemographic and relationship characteristics of SDCs across Canada; (2) individual (e.g., age, sex, gender), dyadic (e.g., type and duration) and social (e.g., social support, satisfaction with services, stigma) determinants of relationship satisfaction; (3) associations between management of HIV risk and relationship satisfaction; (4) perceived needs and access to supportive services and (5) subjective experiences of the risks and benefits of involvement in an HIV-serodiscordant relationship. Two data sources will include a secure, online cross-sectional survey conducted among an estimated sample of individuals representing n=1,640 dyads and semi-structured in-depth qualitative interviews conducted among a purposive sample of n=120 individuals representing 60 dyads. The findings will inform the development of evidence-based interventions for improving the wellbeing of SDCs in Canada."
CIHR Centre in HIV Prevention Social Research / Centre des IRSC en recherche sociale pour la prévention du VIH,"['Calzavara, Liviana', 'Adrien, Alix', 'Getty, Grace A', 'Godin, Gaston', 'Myers, Ted', 'Tyndall, Mark W', 'Worthington, Catherine A']","['Allman, Dan B', 'Bullock, Sandra L', 'Hoe, David E', 'Husbands, Winston C', 'Jadad, Alejandro (Alex) R', 'Millson, Margaret E', 'Monette, Laverne E', 'Patten, San', 'Remis, Robert S', 'Tharao, Wangari E']","['Centre Of Excellence', 'Hiv/Aids', 'Knowledge Transfer', 'Prevention', 'Social Research', 'Training And Capacity Building']",2486100.0,178490,"This proposal describes an innovative national research network, the CIHR HIV Prevention Social Research Centre, to be housed at the Dalla Lana School of Public Health, University of Toronto. We are responding to the need for leadership in developing integrated programs of prevention research, capacity building and knowledge translation, aimed at improving services, increasing resilience, decreasing vulnerability to HIV, and ultimately achieving a reduction in HIV transmission. In the earlier phases of the HIV epidemic, focus was on rapid development of essential services and achievement of urgent near-term goals in prevention and care. As the epidemic continues and new issues and vulnerable populations emerge, we need more than ever to pursue longer-term goals with multilevel interventions grounded in increased understanding of social and cultural driving forces.  Through strong multi-sectoral and multi-disciplinary collaborations, and through capacity building and KTE activities with policy and community partners, the Centre will develop multi-site, theoretically and methodologically novel approaches to HIV prevention and intervention research, will support promising trainees/students and attract new researchers to the field. Our working model is a public health approach which integrates multi-level analyses of vulnerability and risk, ensuring KTE across research, program and policy domains."
"Observational evaluation of immediate antiretroviral therapy on HIV incidence among HIV-positive men who have sex with men in Shanghai, China","['Calzavara, Liviana', 'Cheng, Hua', 'Loutfy, Mona R']","['Kang, Laiyi', 'Li, Alan T', 'Wu, Fan', 'Xue, Yile', 'Allman, Dan B', 'Burchell, Ann N', 'Hogg, Robert S', 'Kaul, Rupert', 'Mendelsohn, Joshua', 'Moineddin, Rahim', 'Taleski, Sarah J', 'Wang, Ying']","['Antiretroviral Therapy', 'China', 'Hiv And Aids', 'Men Who Have Sex With Men', 'Serodiscordant Couples', 'Treatment As Prevention', 'Treatment Outcome']",450000.0,328881,"For people living with HIV and AIDS, antiretroviral therapy (ART) provides life-saving clinical benefits. Immediate ART initiation after HIV diagnosis has also been shown to be highly effective at reducing HIV transmission risk within heterosexual HIV-serodiscordant couples; however, equivalent evidence for men who have sex with men (MSM) has been limited to a few observational studies in high-income settings. Although immediate treatment after HIV diagnosis (i.e., treatment as prevention), regardless of CD4 count, is now considered best practice for key populations including MSM, the evidence in support of this policy in most real-world settings is inadequate. In China, where HIV incidence is increasing among the general population and especially among MSM, immediate ART following diagnosis is being considered by public health authorities as a possible strategy to reduce transmission. Evaluating this strategy will require data on the cascade of HIV care including linkage to care, ART initiation, retention in care, adherence, viral suppression, and HIV transmission risk to HIV-negative partners. We are therefore proposing a strategic international collaboration between the University of Toronto and the  Shanghai Centres for Disease Control and Prevention (Shanghai CDC) to conduct a three-phase observational study that will investigate: (1) background HIV care indicators drawing on surveillance data (n=9,284); (2) HIV care outcomes among HIV-positive MSM who select immediate ART (CD4>=500 cells/µL) or the current standard of care (CD4<500 cells/µL) (n=236); and (3) transmission risk among the HIV-negative partners (n=360). Methods will include a retrospective study of the Shanghai CDC database and a prospective cohort study among HIV-positive MSM and their HIV-negative partners. This study is poised to make significant scientific contributions to the global evidence-base for HIV prevention and to strengthen HIV care outcomes in China and globally."
Revisioning self-care management for seniors living with diabetes: A community consultation,"['Camargo Plazas, Maria del Pilar', 'Tregunno, Deborah J']","['Alvarado, Beatriz E', 'Costa, Idevania G', 'Duhn, Lenora J']","['Collaboration', 'Community Consultation', 'Diabetes', 'Engagement', 'Health Education', 'Participatory Action Research', 'Research Proposal', 'Self-Care Management', 'Seniors', 'South East Local Health Integrated Network']",19500.0,391955,"There is an urgent need to improve health equity and outcomes for individuals living with and managing chronic conditions, including diabetes.  Recent research demonstrates that individuals with diabetes often do not have a clear understanding and knowledge of diabetes and the fundamental role that self-care management could play to avoid potential complications of diabetes. Moreover, healthcare providers often fail to understand that self-care management is particular to each person and that it is affected by contextual factors, including social determinants of health. We are not aware of any self-care management program for seniors with diabetes that have involved participants and providers to plan, design, implement and evaluate the intervention. The proposed consultation will engage seniors living with diabetes to plan the most appropriate ways to develop self-care management programs that will account for individual needs and preferences.  In partnership with the South East Local Health Integration Network, and using a Participatory Action Research approach, the following objectives will be addressed: (1) engage seniors living with diabetes, healthcare providers and researchers in the process of organizing a community consultation; (2) hold one day community consultation to formulate the research process for the development, refinement, and evaluation of self-care management program for seniors living with diabetes; (3) develop a research proposal for the CIHR-Project Program based on the findings from Objective 2 (Community Consultation) through a consensus method; and (4) publish one community report and one academic paper outlining the outcomes of this planning grant in an open access peer-reviewed journal."
"Reimaging Diabetes Self-Management Education for Seniors in rural Ontario through a Participatory Knowledge Exchange Process: Leveraging Lived Experiences for Current Priorities, Strategies for Change, and New Directions","['Camargo Plazas, Maria del Pilar', 'Moore-Vasram, Sarah E', 'Costa, Idevania G', 'Duhn, Lenora J', 'Tranmer, Joan E']","['Alvarado, Beatriz E', 'Bleah, Paulina', 'Concepcion Bachynski, Jovina', 'Robertson, Madison']","['Community Engagement', 'Diabetes Self-Management Education', 'Participatory Methodologies', 'Proposal Development', 'Rural Communities', 'Seniors With Diabetes', 'Social Determinants Of Health']",10000.0,468015,"There is an urgent need to improve health equity and outcomes for individuals living with and managing chronic conditions, including diabetes. Researchers have found seniors with diabetes often do not have a clear understanding of or knowledge about diabetes, and the fundamental role self-management has in avoiding potential complications of the disease. Moreover, healthcare providers often fail to understand self-management is particular to each person, and is affected by contextual factors, including social determinants of health. We are not aware of any self-management programs for seniors with diabetes that have involved those living with the disease and their providers, to collaboratively plan, design, implement and evaluate an intervention for improved self-care. The proposed plan will engage seniors living with diabetes in a rural community by inviting them to a fun, interactive brainstorming activity for planning self-management diabetes education programs that will account for individual needs and preferences. In partnership with Sharbot Lake Family Health Team, and using a participatory action research approach, our objectives are: (1) have a half-day meeting to formulate a research question and plan the development, refinement, and evaluation of a community-driven diabetes education program for seniors living with diabetes; attendees will include seniors, healthcare providers and researchers; (2) develop a research proposal for the CIHR-Project Program based on the findings from Objective 1 through a consensus method; and (3) mobilize knowledge related to the outcomes of this planning grant using diverse dissemination strategies. The findings will be used for the establishment of a unique self-management education program for seniors, addressing the vital need for better educational services that reflect the priorities and wishes of seniors with diabetes in society-all of which may benefit similar communities for healthier living."
Oncology's metaknowledge networks: an investigation of the collective dynamics of bio-clinical innovation,"['Cambrosio, Alberto', 'Bourret, Pascale', 'Cointet, Jean-Philippe', 'Evans, James A', 'Keating, Peter']",['N/A'],"['Bio-Clinical Collectives', 'Biomedical Innovation', 'Cancer Genomics', 'Clinical Trials', ""Innovators' Core Set"", 'Metaknowledge', 'Oncology', 'Translational Research']",640576.0,321768,"In the last four decades, oncology has shifted from a small, marginal domain within biomedicine to one of the largest, most central and successful. It is now second only to cardiovascular medicine in terms of practitioners, research activities, biopharmaceutical investment and market size. Oncology has pioneered the most innovative recent approaches to translational research. In spite of its staggering expansion, a relatively small number of oncologists-the oncology ""core set""-appear to define the international research and treatment agenda, with unknown consequences for medicine and human health. Given the dominant position of oncology at the frontier of biomedical innovation, our project proposes to achieve a deep understanding of how the organization of oncology researchers shape how the system of oncology as a whole ""thinks""-what it attends to and how it searches the space of possible diagnoses and treatments in pursuit of advance. Contributions from our effort will include conceptual and empirical contributions to medical sociology, science studies, as actionable insights for health and science policy. To gain this understanding, we will deploy a ""metaknowledge"" approach that draws on digital archives and new computational tools to trace research teams and collaboration networks, investigative and clinical technologies, the myriad recombinant elements under investigation-tissues, cells, genes, proteins, biomarkers-and the changing landscape of institutions that hosts them. Specifically, we will use machine learning, natural language processing, network analysis and Bayesian modeling approaches, linked with qualitative and historical investigation of oncology's emergence and development. Together, these tools and data will allow us unprecedented, intregrative insight into how oncology ""thinks"", how it followed its particular path of innovation, and the possible consequences of that path for biomedical insight and human health."
"Genomic medicine enters the clinic: translational research, actionable mutations, clinical utility, and the reframing of oncology","['Cambrosio, Alberto', 'Keating, Peter']","['Nelson, Nicole C']","['Biomarkers', 'Biomedical Innovation', 'Cancer Genomics', 'Clinical Trials', 'Clinical Utility', 'Ethnographic Analysis', 'Network Analysis', 'Translational Research']",324676.0,290769,"The nature and scope of genomic initiatives in the cancer domain has expanded dramatically in recent years. A shift from the initial focus on diagnosis to the development of targeted therapies has given renewed meaning to notions such as personalized or precision medicine. The validation and testing of these therapies in clinical trials, their approval by regulators, and the necessary articulation of novel approaches with established clinical practices raise, however, a number of major organizational, regulatory, and sociotechnical issues, which in turn call for innovative solutions. These often-controversial solutions include the redesign of clinical trials and their organizational infrastructure, the mobilization of novel analytical platforms, and, in the end, a major reshaping of clinical and translational research. The purpose of our comparative (North America - Europe) project is to provide an analytical understanding of this complex dynamics, based on a detailed empirical investigation of the aforementioned initiatives, complemented by the use of network-analysis tools to closely follow and map developments and trends in the biomedical literature. In particular, we seek to analyze how fundamental changes in the social, organizational and conceptual configuration of biomedical practices are accompanied by the emergence of new collective modes of practice and interaction in the biomedical domain."
From oncogenes to genomic medicine: a social and historical analysis of translational cancer research,"['Cambrosio, Alberto', 'Keating, Peter']",['N/A'],"['Cancer', 'Genomics', 'History', 'Oncogenes', 'Sociology', 'Translational Research']",283013.0,170523,"Promoters of genomic medicine, that is to say, medicine informed by the results of the recent mapping of the human genome, promise a revolution in all areas of clinical practice ranging from diagnosis to prognosis and therapeutics. From personalized medicine to genomic markers of disease and responses to therapy, the results of the application of such technologies as genome-wide mapping are expected to be wide-ranging, substantive and rapid. The purpose of the present proposal is to investigate the introduction of genomic techniques and concepts in the field of cancer medicine from two points of view: the historical and the sociological. The historical part of our study will concentrate on an analysis of the public, academic and commercial programs designed to capitalize on the therapeutic insights offered by the new molecular genetics of cancer inaugurated in the early 1980s with the discovery of the first human oncogenes. The sociological analysis will continue the study into the post-genomic era and will target the rearrangement of the relations between the laboratory and the clinic (often referred to as translational research) that results in the emergence of new collective modes of practice and interaction in the biomedical sciences."
Reshaping the cancer clinic: Genomics-driven clinical trials and the evanescent boundary between research and treatment,"['Cambrosio, Alberto', 'Basik, Mark', 'Keating, Peter']","['Bourret, Pascale']","['Biomarkers', 'Biomedical Innovation', 'Cancer Genomics', 'Clinical Trials', 'Oncology', 'Translational Research']",566100.0,388469,"The nature and scope of genomic initiatives in the cancer domain has expanded dramatically in recent years. A shift from the initial focus on diagnosis to the development of targeted drugs and novel immunotherapies has given renewed meaning to notions such as personalized or precision medicine. The exploration, validation and testing of these therapies in clinical trials, their approval by regulators, and the necessary articulation of novel approaches with established clinical practices raise, however, a number of major organizational, regulatory, and sociotechnical issues, which in turn call for innovative solutions. These often-controversial solutions include the redesign of clinical trials in connection with the deployment of novel analytical platforms, new organizational infrastructures, and revised conceptual perspectives. The purpose of our project is to provide an analytical understanding of this intricate process, based on a detailed empirical investigation of the aforementioned initiatives. In particular, we seek to analyze how fundamental changes in the social, organizational, and conceptual configuration of clinical trials, the gold standard of modern medicine, are expressed in new collective modes of practice and interaction. A number of observers have expressed concerns about the premature adoption of genomic techniques or the dire consequences of delaying it. Our analysis of clinical research will provide the grounds for exploring these issues and thus offer both oncologists and healthcare analysts implements with which to better frame genomic medicine initiatives."
Health and Developmental Outcomes Associated with Prenatal Opioid Exposure: A Population-based Retrospective Cohort Study in Ontario,"['Camden, Andi']",['N/A'],"['Child Development', ""Children'S Health"", 'Cohort Study', 'Epidemiology', 'Maternal Illicit Drug Use', 'Mental Health And Addiction', 'Perinatal Health', 'Population-Based Research', 'Prenatal Opioid Exposure', 'Youth Health']",105000.0,404145,"Opioid use during pregnancy is a growing public health concern. Increased rates of opioid-related harm are reflected in maternal opioid use and Neonatal Abstinence Syndrome, a condition where infants exposed to opioids in utero experience withdrawal symptoms after birth. While poor health outcomes in infants have been documented, the developmental and long-term health outcomes associated with prenatal opioid exposure are poorly understood. The objective of this research is to estimate the effect of prenatal opioid exposure on infant health outcomes, developmental health in children and mental health and addiction outcomes among youth in Ontario. We have a unique opportunity in Ontario to explore these relationships through linked health, demographic and educational databases available at the Institute for Clinical Evaluative Sciences. This project will enhance our understanding of the long-term ramifications of the opioid crisis on prenatally exposed infants by being the first study to include prenatal prescription opioid exposure for the whole population of Ontario (including type, timing and duration of exposure) that accounts for a range of variables including maternal and family vulnerabilities known to influence child health and development- providing rigorous estimates of the impact in a Canadian context. We will compare the health of children with prenatal opioid exposure to children who were not exposed to estimate the effect of prenatal opioid exposure on child health and development. The opioid crisis and increase in Neonatal Abstinence Syndrome incidence make prenatal opioid exposure a major public health concern. Through rigorous and well-powered analyses this project will address a critical knowledge gap by identifying specific health risks and developmental deficits associated with prenatal opioid exposure. Findings can be used to inform perinatal and maternal care and to develop targeted health interventions to support healthy child development."
Medication use in pregnancy among people with disabilities: Impact on perinatal health,"['Camden, Andi']",['N/A'],"['Epidemiology', 'Infant Health', 'Maternal Disability', 'Maternal Health', 'Perinatal Health', 'Population Health', 'Pregnancy/Birth', 'Prenatal Medication Use']",135000.0,472052,"One in eight females of reproductive age in Canada identify as having a physical, sensory or intellectual disability. Pregnancy rates among people with disabilities have increased over the past two decades in Ontario. People with disabilities are more likely than those without to experience health disparities, including adverse perinatal health outcomes. A common concern among people with disabilities is the use of multiple medicines to manage symptoms and complications of disability, and overprescribing, among which, opioids are commonly prescribed. Prenatal medication use can have adverse effects on perinatal health; however, little is known about medication use in pregnancy among people with disabilities in Canada. Our aim is to describe the prevalence and patterns of medication use in pregnancy among people with disabilities overall, and by disability group and medication type, and determine the impact of disability and medication use on perinatal health. We will use information from linked health care records for all birthing parent-infant pairs in Ontario from 2014-2021. In our analyses, we will estimate the prevalence and describe medication use patterns, including opioid, psychotropic, anticonvulsant and antibacterial use, before and in pregnancy among people with and without disabilities. We will follow a subgroup of people with opioid use in pregnancy and 12 months postpartum to determine whether people with disabilities compared to those without are at an increased risk of opioid dependence or overdose. Finally, we will determine whether prenatal medication use partly explains the elevated risk of adverse birth outcomes among people with disabilities compared to those without disabilities. Our findings will provide new information to create tailored preconception and perinatal health care for pregnant people with disabilities and will inform the development of accessible and inclusive medication management counselling."
