Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Urban environments and youth mental health: examining how adolescent mental health indicators are associated with urban design and cognitive architecture in a mid-sized Ontario city,"['Minaker, Leia']","['Dean, Jennifer', 'Doherty, Sean T', 'Ellard, Colin G']","['Built Environment', 'Cognitive Architecture', 'Healthy Cities', 'Mental Health', 'Planning', 'Youth/Adolescence']",100000.0,442936,"Background: Youth mental illness is a significant and growing societal burden. Urban environments impact youth mental health via natural settings that can aid cognitive and emotional development and built settings that may induce stress. However, existing research uses crude measures, focuses almost entirely on adult samples, and deprioritizes prevention.
Goals: This mixed-methods project will examine relationships between youth mental health indicators and 1) specific urban (built, natural) designs and 2) cognitive architecture principles (concepts linked to mental states) in a mid-sized city. Our research questions are: 1) how do youth understand pedestrian- and transit-oriented designs and cognitive architecture features? 2) what mental health phenomena do youth associate with specific designs? 3) are pedestrian- and transit-oriented designs and cognitive architecture features associated with distinct mental health indicators among youth?, and 4) do observed links vary across demographic subgroups? This research will promote health equity and seek to inform inter-sectoral solutions that support mental health in urban design.
Methods: This project has two phases: 1) Qualitative go-along interviews, where participants (n~40) ages 10-16 will walk with an interviewer along a predetermined route featuring seven distinct natural and built urban settings, viewing particular features, and answering questions regarding their present emotions and moods in each setting. Analysis will use a thematic approach incorporating deductive and inductive coding techniques. And 2) A repeated-measures design, where participants (same age, n~100) will travel the same route, be prompted to view specific visuals and architectural examples, and answer questions on tablets about mental health indicators. Mixed-effects models will be used for quantitative analysis. 
Outcomes: Results will inform urban design practice and policy recommendations in Canada to improve youth mental health."
"Eating out: frequency of consuming foods prepared away from home, reasons for food outlet selection, and associations with dietary and weight outcomes in a population-based sample from Waterloo Region.","['Minaker, Leia']",['N/A'],['Ics Travel Awards'],1500.0,364739,"Eating foods prepared away from home is a growing trend in Canada that can affect long-term health. The types of restaurants and other sources of prepared foods where people usually eat can influence the foods they purchase and consume. To date, few studies in Canada has examined where people eat and how eating out is associated with dietary intake and weight outcomes. In 2009/2010, we surveyed a large, population-based sample (n=4102) of residents in Southwestern Ontario on food purchasing and dietary behaviors, reasons for selecting different restaurants, and weight-related outcomes. About 30% of residents reported eating fast food at least once per week, and almost half (49%) ate at a coffee shop. Popular reasons for eating at fast food outlets were: lack of time; convenience; taste. Diet quality and fruit and vegetable consumption were poorer among those who frequently ate fast food, and body mass index and waist circumference was higher in this group as well. Fast food outlets and coffee shops might be particularly relevant for health promotion interventions."
"Creating healthier cities through monitoring Canadian retail food environments: Using a novel administrative database to establish valid, small-area, Canada-wide, open-access measures to monitor the retail food environment for population health intervention research and municipal food environment policy action.","['Minaker, Leia', 'Ross, Nancy', 'Widener, Michael J']",['N/A'],"['Built Environment', 'Food Environment', 'Healthy Cities', 'Knowledge Translation', 'Nutrition', 'Population Health Intervention']",99628.0,399938,"Poor diets are responsible for the largest burden of disease in Canada, and are shaped in part by the retail food environment: food availability, accessibility, and affordability where Canadians live, work and play. Currently, the biggest barrier to conducting transformative research on Canadian retail food environments is a lack of access to a large-scale, high-quality dataset. Our team partnered with Statstics Canada to pilot the novel use of the Business Register (BR), a high-quality, central repository of baseline information on all businesses (including retail food outlets) currently in operation in Canada. This database has huge potential for filling research gaps in a number of healthy city topic areas. This project will be the first to use existing microdata from the BR to develop and validate new RFE data, and develop data visualization products for examining Canadian RFE. We will also address critical contextual questions related to scaling up of evidence-based RFE interventions in Canadian cities. We aim to test the validity, sensitivity, positive predictive value, and representativity of Statistics Canada's BR data compared to Google Street View, DMTI Spatial, and Open Street Map. Second, we will develop data visualization products and measures for presenting and comparing Canadian RFEs. Third, we will conduct qualitative interviews with RFE researchers, municipal planners, public health practitioners, and federal and provincial nutrition leads to explore 1) potential applications of the data visualization products for different audiences, and 2) how contextual issues affect product uptake between different knowledge user groups and different geographic jurisdictions and settings (e.g., urban/rural). We will leverage existing relationships with Statstics Canada, CANUE, and Health Canada's Office of Nutrition Policy and Promotion as well as our international and national networks."
Healthy Youth in High-Rises,"['Minaker, Leia', 'Lo, Ryan', 'Smith, Lindsey G']","['Buttazzoni, Adrian N', 'Gilliland, Jason A', 'Wray, Alexander']","['Adolescents', 'Mental Health', 'Urban Design']",100000.0,475299,"The world is urbanizing faster than ever, and cities across Canada are grappling with how best to accommodate growing urban populations while supporting health and sustainability goals. Many Canadian regions are directing high-density housing development towards urban growth centres. However, high-rises (high-density housing with at least 5 storeys) are not built for youth. Youth are especially vulnerable to effects of poor housing and neighbourhood characteristics, and are excluded from participating in planning and development decisions. No extant research has investigated youth perspectives on how high-rise neighbourhoods affect their health, and what specific urban designs they suggest as solutions. This is a major gap given that high-rise housing stock will continue to grow to meet demand.

This equity-focused research will support an emergent research focus on youth health and high-rise living. We will: 1) undertake a series of focus groups with youth in Toronto, the Region of Waterloo, and London, Ontario to explore how youth think different urban design features are linked to their physical and mental health and what urban design and placemaking solutions they propose; 2) Engage in participatory mapping exercises in which youth will identify areas in their neighborhoods where they engage in physical and mental health-related behaviors, and 3) Undertake go-along interviews in high-rise neighborhoods to more deeply explore these themes. Participants will be recruited to maximize diversity in terms of gender, race/ethnicity, and type of neighborhood where they live to ensure diverse viewpoints are represented in our sample. This research takes an integrated knowledge translation approach, builds on our team's prior research on youth health and urban design, and on our experience with youth engagement. This research will support youth health and equity by leveraging local youth expertise to conceptualize urban design solutions for high-rise neighbourhoods."
"High-rise living and health: exploring associations between high-rise living, neighbourhood environments, and physical and mental health outcomes of Canadians","['Minaker, Leia']","['Buttazzoni, Adrian N', 'Cooke, Martin J', 'Gilliland, Jason A', 'Moos, Markus', 'Nicholls, Gradon', 'Smith, Lindsey G']","['Built Environment', 'Data Linking', 'Healthy Cities', 'Healthy Equity', 'High-Rises', 'Housing', 'Planning', 'Population Health', 'Social Determinants Of Health', 'Urbanization']",100000.0,500528,"The world is urbanizing faster than ever before in human history. Many Canadian cities are directing urban population growth toward intensified housing such as high-rise developments, to meet both housing affordability and sustainability goals. Despite rapid growth in high-rises, almost no research exists on associations between high-rise living and health in Canada. High-rises are unique social and physical environments, and international literature suggests mixed associations between living in high-rises and various health outcomes, including potential negative effects on mental health. Canadian research has been stymied by a lack of national data to identify high-rise residents or locations. Our research will do three things. 1) We will build and validate an open-access dataset of high-rise address locations and postal codes in Canadian urban areas. 2) We will use these data, linked to multiple datasets from the Canadian Urban Environmental Health Research Consortium, to explore the extent to which high-rise areas are associated with environmental conditions linked to health (e.g., local greenness) in those neighbourhoods. 3) We will explore associations between exposure to high-rise living and physical and mental health outcomes, using Canadian Community Health Survey data linked to our high-rise dataset using historical postal codes from respondent tax data. We will produce novel, nation-wide results that can directly inform urban planning policy interventions, high-rise housing policy, and community design guidelines with the purpose of improving urban health and health equity. The valuable open-access dataset we will produce will enable future research on health and social factors associated with high-rise living. This work is of great interest to urban planners, developers, and public health units across Canada. Our inter-disciplinary team is well-situated to mobilize the knowledge we generate, with our extensive urban professional practice-based networks."
Mental Illness and Labour Force Participation over the Last Decade,"['Minh, Anita']",['N/A'],"['Canadian Community Health Survey', 'Employment And Unemployment', 'Ics Travel Awards', 'Inequality', 'Labour Force', 'Mental Illness', 'National Survey', 'Pooled Cross-Sectional', 'Population-Based']",1500.0,304365,ICS Travel Awards
Multilevel analyses of neighbourhood and school context on mental health outcomes in school-aged children.,"['Minh, Anita']",['N/A'],"['Children', 'Epidemiology', 'Geography', 'Mental Health', 'Multilevel', 'Neighbourhood', 'School', 'Social Determinants', 'Youth']",17500.0,256364,"Background: In 2009, Ontario anti-suicide prioritized students' mental health by mandating the development of ""inclusive, accepting, and equitable school climates""; simultaneously emphasizing the capacity for schools to be a place of healthy psychological growth. 'Place' has been increasingly recognized as a public health issue in the last 20 years; however, there is a paucity of literature pertaining to the health contributions of the school environment, and the ability for schools to mitigate the influences of the residential neighbourhood. 

Research Question: This research looks at 1) the social and environmental determinants at the neighbourhood, and school levels that independently affect mental health outcomes in school-aged children; 2) their mediating processes - pathways of effect that can inform areas of intervention. 

Methods: Schools in Toronto will be sampled from strata defined by the concentration of students living below the low-income cut-off. Up to 50 students, aged 8 - 17 will be sampled from each school. Multilevel models predict that individual and contextual factors are inherently interdependent, and will thus be used to analyze the independent influences of health determinants across levels. Children's internalizing symptoms and externalizing behavioural outcomes will be assessed. Both GIS and self-reports will be used to characterize the distribution of built and social features in participants' neighbourhoods. Organizational and compositional determinants at the school-level will be quantified from student/teacher surveys, and school records. Individual-level determinants of mental health and confounders such as age, gender, and family income will be accounted for.

Impact: By elucidating the mechanisms of action for social determinants at the school and other contexts, this research will inform the planning and the delivery of site-specific interventions that address mental health inequities affecting children in urban Canada."
Childhood mental health and future employment in the welfare state: A cross-national comparison of five longitudinal cohorts,"['Minh, Anita']",['N/A'],"['Canada', 'Childhood', 'Comparative', 'Cross-National', 'Employment', 'Labour', 'Longitudinal', 'Mental Health', 'Us', 'Youth']",105000.0,367448,"Mental illness affects society as much as it does the individuals who experience it. Population health research consistently finds that people who experience symptoms of depression and anxiety in childhood are more likely to have poor academic outcomes and drop out of school, negatively impacting their chances for employment. Poor and disadvantaged children suffer disproportionately. Yet while social inequalities in mental health occurs in all high-income societies, the extent of inequality and its impact on future employment varies substantially. These cross-national differences imply that the children's mental health and their later employment outcomes are not attributable solely to health selection, but are related to the political and economic institutions that define health and labour market entry. This research uses longitudinal data from five countries in North America and Europe to examine how differences in the provision of social protections and labour institutions produce inequalities in health and employment from childhood to early adulthood. Regression methods will be used to identify youth's mental health trajectories and to examine the association with employment. Cross national differences will be examined using comparative methods. The findings will contextualize health selection and youth unemployment within social, political and economic settings, helping governments to identify systematic and context-specific barriers to youth labour market entry."
Childhood mental health and future employment in the welfare state: A cross-national comparison of five longitudinal cohorts,"['Minh, Anita']",['N/A'],"['Canada', 'Childhood', 'Comparative', 'Cross-National', 'Employment', 'Labour', 'Longitudinal', 'Mental Health', 'Us', 'Youth']",105000.0,365457,"Mental illness affects society as much as it does the individuals who experience it. Population health research consistently finds that people who experience symptoms of depression and anxiety in childhood are more likely to have poor academic outcomes and drop out of school, negatively impacting their chances for employment. Poor and disadvantaged children suffer disproportionately. Yet while social inequalities in mental health occurs in all high-income societies, the extent of inequality and its impact on future employment varies substantially. These cross-national differences imply that the children's mental health and their later employment outcomes are not attributable solely to health selection, but are related to the political and economic institutions that define health and labour market entry. This research uses longitudinal data from five countries in North America and Europe to examine how differences in the provision of social protections and labour institutions produce inequalities in health and employment from childhood to early adulthood. Regression methods will be used to identify youth's mental health trajectories and to examine the association with employment. Cross national differences will be examined using comparative methods. The findings will contextualize health selection and youth unemployment within social, political and economic settings, helping governments to identify systematic and context-specific barriers to youth labour market entry."
Precarious work and gender disparities in mental health,"['Minh, Anita']",['N/A'],"['Cross-National', 'Decomposition', 'Gender', 'Health Inequalities', 'Mental Health', 'Mixed-Methods', 'Precarious Work', 'Social Determinants', 'Vulnerable Populations', 'Well-Being']",135000.0,412546,"Precarious work refers to working arrangements that include unfavourable conditions such as low wages, low job security, poor physical working conditions, low control, uncertain scheduling, and few benefits. Studies show that exposure to precarious work increases the risk of mental health problems including depression and suicidality. Because women make up a higher percentage of those in precarious work than men in both Canada and the US, the growth of precarious work in these countries has great implications for gender disparities in mental health. 

Few studies have linked the growth of precarious work and its associated gender-inequalities in mental health to the labour market and social policies that shape both how people work and its health effects. Evidence on the gendered experiences of precarious work and mental health for populations who face multiple adversities, such as poverty and substance use disorders, and who are commonly socioeconomically marginalized, is especially lacking.

This research program has two aims: (1) compare the extent that precarious work contributes to gender-based inequalities in mental health in Canada and the US between 2000 and 2018, and (2) examine this relationship from the lived experiences of individuals who are socioeconomically marginalized. Aim 1 will be examined with comparable samples from the US Panel Study of Income Dynamics and the Canadian Community Health Survey. Aim 2 leverages survey and in-depth interview data from three ethno-epidemiological studies of socioeconomically marginalized individuals in Vancouver. Using quantitative, qualitative, and cross-national analyses, this research produces evidence on the gendered distribution of precarious work and its effect on mental health; the modifiable aspects of gender-based inequalities that can be linked to the policies shaping precarious work; and, the mechanisms driving gendered experiences of precarious work and mental health for marginalized individuals."
Assessment and Monitoring of Water Distribution Systems in British Columbia,"['Mirindi, Patrick']",['N/A'],"['Assessment Of Distribution Systems', 'Environmental Health', 'Maintenance Of Distribution Systems', 'Water Distribution Systems', 'Water Policy']",17500.0,503438,"This research proposal aims to enhance the assessment and monitoring of water distribution systems in British Columbia (BC). Water distribution systems are crucial for public health, delivering treated water from treatment plants to consumers. However, these systems often face challenges such as microbial contamination, corrosion, disinfectant byproducts, and physical integrity issues that can degrade water quality.
BC faces challenges, including microbiological quality issues, funding constraints, infrastructure complexities, drought, and regulatory framework issues. These challenges can lead to breaches within water distribution systems, which then impact potable water quality, resulting in external contamination, pathogen growth, and biofilm formation. Heavy metal contamination due to pipe corrosion or accumulation from source water also poses a risk.
There is a lack of consistent provincial guidance among health authorities for assessing and monitoring the integrity of water distribution systems. This project aims to fill this gap by developing guidelines for the BC Ministry of Health, to be used by health authorities in BC. The project will seek to understand the current state of water distribution systems across BC, identify gaps, develop guidance for these gaps, and develop recommendations for inspection processes. The findings may be published if appropriate. This work will contribute to ensuring the safety and quality of BC's water supply."
Mathematical Modeling and Epidemiology to inform HIV Program Science,"['Mishra, Sharmistha']","['Alary, Michel', 'Baral, Stefan D', 'Bayoumi, Ahmed M', 'Becker, Marissa', 'Blanchard, James F', 'Boily, Marie-Claude', 'Burchell, Ann N', 'Cori, Anne', 'Fisman, David N', 'Gilbert, Mark P', 'Lorway, Robert R', 'Pickles, Michael', 'Rourke, Sean B', 'Sandstrom, Paul A', 'Schwartz, Sheree R', 'Tan, Darrell H', 'Tuite, Ashleigh', 'Vickerman, Peter', 'Volz, Erik']","['Hiv Epidemiology', 'Implementation Science', 'Mathematical Models', 'Program Science', 'Public Health Research', 'Transmission Dynamics Models']",1327031.0,313047,"The global HIV response is changing. Until recently, it was often guided by where, and in whom, an estimated 2 million new HIV infections each year were occurring - not what wasdrivingsustained, local transmission. To achieve its goal of zero new HIV infections, the HIV response is now looking to better address local HIV epidemic drivers.Disentangling epidemic drivers will help program-implementers and policy-makers choose where, what, and on whom to prioritize, and how to deliver HIV control programs to maximize health benefits at an affordable cost. Program Science involves the design, implementation, and evaluation of public health programs under a scholarly process ofgetting research out of programsas well as research into programs. Mathematical models offer an unparalleled opportunity to make the best, most efficient use of growing data from HIV programs, empirical studies, and content expertise to rigorously study the potential influence of biology, behavior, and the environment indriving HIV epidemics, and the potential impact of interventions on curbing HIV spread. To meet decision-makers’ needs, we have developed the first integrated laboratory in Mathematical Modeling and Epidemiology for HIV Program Science.Our vision is tocreatively explore and tease apart the HIV epidemic processes that underpin our ability to control local HIV epidemics;and to foster the next generation ofembeddedmathematical modelers in Canada and low-and middle-income countries – modelers embedded in empirical science and in the HIV programs/policies we serve to inform.Our objectives are to:1)Appraise HIV Epidemics (“know your epidemic”): to understand why HIV epidemics establish and persist where and when they do, and what leads to differences in their trajectories, size, and characteristics across regions.2)Maximize HIV Program Impact (“plan the response”): to optimize the design and delivery of HIV programs by health-system and epidemic context.3)Forecast Data Priorities (“monitor and adapt the response”): to systematically assess the influence of data uncertainty on model projections in order to prioritize future data collection.We will do this with (i) existing and new Canadian and international collaborations across scientific disciplines and a wealth of empirical data at multiple levels (molecular, biomedical, behavioral, social/structural, health-systems, cost); (ii) methodological and translational training and mentorship of graduate students, stakeholders, and across our interdisciplinary team; and (iii) integrated knowledge translation (KT) with stakeholders at the international, national, and local levels via iterative feedback throughout each project, research-uptake strategies, and KT products.Potential Impacts:We willproduce new knowledgeon the key drivers of HIV epidemics across socio-cultural contexts (Sub-Saharan Africa, India, Ukraine, and Canada), thus informing there-design of HIV policies and programsto better address drivers. Findings have the potential tomaximize the health-benefit return on investment, and lead toadaptive HIV programsthat are responsive to the evolving epidemics and program data. With cross-cutting science and stakeholder engagement, our innovative laboratory will lead a rigorous and translational research agenda to inform a targeted, more efficient HIV response that could ultimately improve the health and well-being of people with and at risk of HIV globally."
Mathematical Modelling and Epidemiology of HIV/STIs for Program Science,"['Mishra, Sharmistha']",['N/A'],"['Hiv', 'Infectious Diseases Epidemiology', 'Mathematical Modelling', 'Syphilis', 'Vulnerable Populations']",,307947,"Epidemics of HIV and other sexually transmitted infections (STIs) are costly - they cost lives, health, and money. With shrinking funds, difficult choices are being made about how best to protect the most vulnerable from HIV/ STIs. Mathematical models can help decision-makers by reproducing epidemics with computer simulations and letting us run what-if experiments to (a) characterize local epidemics; (b) to compare the potential effectiveness and cost-effectiveness (health benefit per additional cost to the health system) of different HIV/STI prevention strategies; and (c) to identify the most important data we should collect to better understand and monitor local epidemics. Over the next 5 years, I will work with public health decision-makers, community-researchers, and data scientists, and use the best available local data to build models of HIV and STI epidemics and address the following specific objectives: (1) to characterize the syphilis and HIV epidemic among men who have sex with men (MSM) and estimate the potential effectiveness and cost-effectiveness of different syphilis control strategies in reducing syphilis and HIV among MSM in Canada; (2) to characterize and understand the role of early HIV risk in fueling HIV epidemics among Canadians born in Africa or the Caribbean, and among female sex workers in low- and middle-income countries; and (3) to examine the influence of individual and health system characteristics and uncertainties in the data on model projections in order to optimize HIV/STI surveillance. Potential impact: This research program will provide an important, transparent, and reliable evidence base for policy-decisions and for the design of efficient and sustainable HIV and STI programs in Canada and other settings. Research results have the potential to dramatically improve how we currently deliver these programs, and thereby improve the health and well-being of people with and at risk of HIV and STIs."
"Evaluating the differential impact of what we have done, as we prioritize what to do next: a multi-provincial intervention modeling study using population-based data","['Mishra, Sharmistha', 'Janjua, Naveed Z', 'Katz, Alan', 'Kwong, Jeffrey C', 'Maheu-Giroux, Mathieu', 'Williamson, Tyler']","['Baral, Stefan D', 'Bogoch, Isaac', 'Boily, Marie-Claude', 'Brisson, Marc', 'Buckeridge, David L', 'Chan, Adrienne', 'de Montigny, Simon', 'Eastwood, Catherine A', 'Khan, Kamran', 'Krajden, Mel', 'Kustra, Rafal', 'Mâsse, Benoît R', 'McGeer, Allison J', 'Otterstatter, Michael C', 'Smylie, Janet K', 'Wang, Linwei']","['Health Administrative Data', 'Intervention Impact', 'Population Health', 'Transmission Dynamics']",1293631.0,430319,"In Canada, as elsewhere, the COVID-19 epidemic has spread at varying speeds and amplitudes across people, places, and time. Early model predictions were dire across the board largely because of limited local data. So early models had to assume that we were all at equal risk, regardless of conditions that can lead to differential risks of transmission (e.g. living in shelters or long-term care facilities) and of severe outcomes (e.g. age, health conditions). Thus, an assumption of homogeneity was at the heart of the ""hammer"" part of the public health response. Public health measures (interventions) also varied between provinces. As we enter the ""dance"" phase and prepare for future waves of the epidemic, we have an opportunity to be more specific with our interventions if we can quickly learn from how well our public health measures worked or did not work for different subgroups and between provinces, using the wealth of data now available. Our team will use an integrated surveillance and health-administrative data infrastructure and mathematical models that were built over the last 2 months in Québec, Ontario, Manitoba, Alberta, and British Columbia to answer the following questions:

1. Who, where, when, and under what conditions are subsets of the population most at risk?

2. What led to differences in the trajectory and size of COVID-19 sub-epidemics within and between provinces?

3. What types of population- and facility-specific strategies that could stop these sub-epidemics and prevent their re-emergence, while allowing us to relax universal physical distancing measures?

Our team of epidemiologists, mathematical modelers, statisticians, clinicians, microbiologists, and public health officials will work together to rapidly provide answers in way that embraces data-driven heterogeneity in risks so that we can better inform decisions on what to implement, when, for whom, and for how long, to minimize the need for universal stay-at-home strategies."
Testing Resilience:  An evaluation of the health system impact of COVID-19 in Post-Ebola Sierra Leone,"['Mishra, Sharmistha', 'Chan, Adrienne', 'Lakoh, Sulaiman', 'Sevalie, Stephen']","['Bah, Abdulai J', 'Ma, Huiting', 'Molleh, Bailah', 'Spencer-Walters, Dayo', 'Yiu, Kristy Cheuk Yin']","['Global Public Health', 'Health System Preparedness', 'Health Systems', 'Implementation Science', 'Pandemic Preparedness', 'Sierra Leone', 'Sustainable Development Goals', 'Time-Series Analysis']",499866.0,460270,"In 2014, Sierra Leone was hit with an unprecedented Ebola outbreak with devastating consequences for those directly affected by the virus and through collateral damage across other health sectors. Post-Ebola recovery plans were put into place centered around strengthening systems-level resiliency to buffer against structural shocks like future pandemics. When COVID-19 hit the country in 2020, this post-Ebola health system strengthening was tested. Our team, a partnership between scientists Sierra Leone and Canada, proposes to examine the wider impacts of the COVID-19 pandemic on essential health services in Sierra Leone. First, we will measure the extent to which the COVID-19 epidemic changed the delivery/uptake of essential services and led to negative health outcomes in infectious diseases (HIV, tuberculosis, malaria), childhood vaccination, maternal health. We will compare this wider health impact against that of the Ebola epidemic. Second, we will examine how differences in public health measures and SARS-CoV-2 vaccine coverage over time and geography (districts) influenced service disruption, and the extent to which adaptive service reconfiguration (adaptations and enhancements) may have mitigated the wider health impacts of the COVID pandemic. Results will be used by stakeholders and service providers, including the National COVID-19 Emergency Operations Center and the Sierra Leone Ministry of Health and Sanitation, to inform ongoing program adaptation in the context of future waves of COVID in a region with limited SARS-CoV-2 vaccine supply to date."
"COVID-19 Variant Network - Evaluating the differential impact of what we have done, as we prioritize what to do next: a multi-provincial intervention modeling study using population-based data","['Mishra, Sharmistha', 'Baral, Stefan D', 'Janjua, Naveed Z', 'Katz, Alan', 'Kwong, Jeffrey C', 'Maheu-Giroux, Mathieu', 'Sander, Beate H', 'Williamson, Tyler']","['Bogoch, Isaac', 'Boily, Marie-Claude', 'Brisson, Marc', 'Buckeridge, David L', 'Chan, Adrienne', 'Colijn, Caroline', 'de Montigny, Simon', 'Eastwood, Catherine A', 'Irvine, Michael A', 'Khan, Kamran', 'Krajden, Mel', 'Kustra, Rafal', 'Mâsse, Benoît R', 'McGeer, Allison J', 'Mubareka, Samira', 'Otterstatter, Michael C', 'Smylie, Janet K', 'Sundaram, Maria', 'Wang, Linwei']","['Health Administrative Data', 'Intervention Impact', 'Population Health', 'Transmission Dynamics']",100000.0,443347,"In Canada, as elsewhere, the COVID-19 epidemic has spread at varying speeds and amplitudes across people, places, and time. Early model predictions were dire across the board largely because of limited local data. So early models had to assume that we were all at equal risk, regardless of conditions that can lead to differential risks of transmission (e.g. living in shelters or long-term care facilities) and of severe outcomes (e.g. age, health conditions). Thus, an assumption of homogeneity was at the heart of the ""hammer"" part of the public health response. Public health measures (interventions) also varied between provinces. As we enter the ""dance"" phase and prepare for future waves of the epidemic, we have an opportunity to be more specific with our interventions if we can quickly learn from how well our public health measures worked or did not work for different subgroups and between provinces, using the wealth of data now available. Our team will use an integrated surveillance and health-administrative data infrastructure and mathematical models that were built over the last 2 months in Québec, Ontario, Manitoba, Alberta, and British Columbia to answer the following questions:

1. Who, where, when, and under what conditions are subsets of the population most at risk?

2. What led to differences in the trajectory and size of COVID-19 sub-epidemics within and between provinces?

3. What types of population- and facility-specific strategies that could stop these sub-epidemics and prevent their re-emergence, while allowing us to relax universal physical distancing measures?

Our team of epidemiologists, mathematical modelers, statisticians, clinicians, microbiologists, and public health officials will work together to rapidly provide answers in way that embraces data-driven heterogeneity in risks so that we can better inform decisions on what to implement, when, for whom, and for how long, to minimize the need for universal stay-at-home strategies."
"COVID-19 Variant Supplement - Evaluating the differential impact of what we have done, as we prioritize what to do next: a multi-provincial intervention modeling study using population-based data","['Mishra, Sharmistha', 'Baral, Stefan D', 'Janjua, Naveed Z', 'Katz, Alan', 'Kwong, Jeffrey C', 'Maheu-Giroux, Mathieu', 'Sander, Beate H', 'Williamson, Tyler']","['Bogoch, Isaac', 'Boily, Marie-Claude', 'Brisson, Marc', 'Buckeridge, David L', 'Chan, Adrienne', 'Colijn, Caroline', 'de Montigny, Simon', 'Eastwood, Catherine A', 'Irvine, Michael A', 'Khan, Kamran', 'Krajden, Mel', 'Kustra, Rafal', 'Mâsse, Benoît R', 'McGeer, Allison J', 'Mubareka, Samira', 'Otterstatter, Michael C', 'Smylie, Janet K', 'Sundaram, Maria', 'Wang, Linwei']","['Health Administrative Data', 'Intervention Impact', 'Population Health', 'Transmission Dynamics']",50000.0,443289,"In Canada, as elsewhere, the COVID-19 epidemic has spread at varying speeds and amplitudes across people, places, and time. Early model predictions were dire across the board largely because of limited local data. So early models had to assume that we were all at equal risk, regardless of conditions that can lead to differential risks of transmission (e.g. living in shelters or long-term care facilities) and of severe outcomes (e.g. age, health conditions). Thus, an assumption of homogeneity was at the heart of the ""hammer"" part of the public health response. Public health measures (interventions) also varied between provinces. As we enter the ""dance"" phase and prepare for future waves of the epidemic, we have an opportunity to be more specific with our interventions if we can quickly learn from how well our public health measures worked or did not work for different subgroups and between provinces, using the wealth of data now available. Our team will use an integrated surveillance and health-administrative data infrastructure and mathematical models that were built over the last 2 months in Québec, Ontario, Manitoba, Alberta, and British Columbia to answer the following questions:

1. Who, where, when, and under what conditions are subsets of the population most at risk?

2. What led to differences in the trajectory and size of COVID-19 sub-epidemics within and between provinces?

3. What types of population- and facility-specific strategies that could stop these sub-epidemics and prevent their re-emergence, while allowing us to relax universal physical distancing measures?

Our team of epidemiologists, mathematical modelers, statisticians, clinicians, microbiologists, and public health officials will work together to rapidly provide answers in way that embraces data-driven heterogeneity in risks so that we can better inform decisions on what to implement, when, for whom, and for how long, to minimize the need for universal stay-at-home strategies."
Community-based participatory modeling of HIV transmission among men who have sex with men in Kenya,"['Mishra, Sharmistha']","['Lazarus, Lisa', 'Tahmo, Nancy']","['Community-Based', 'Hiv', 'Kenya', 'Men Who Have Sex With Men', 'Participatory Modeling']",19700.0,499688,"Global progress has been made in HIV prevention, yet challenges persist, especially among marginalized populations. Despite a 38% decline in new infections since 2010, an estimated 1.3 million people acquired HIV in 2022, with 51% in Sub-Saharan Africa and heightened risks among gay, bisexual, and other men who have sex with men (MSM). Gaps in access to prevention and care persist due to stigma, discrimination and structural violence. With dwindling funding, there is a crucial need for research to identify local HIV risk drivers, leading to tailored programs and resource prioritization.
Mathematical models play a crucial role in guiding global and national responses to the HIV epidemic. Organizations like UNAIDS and Health Ministries use these models to inform policies and interventions. However, developing accurate models requires addressing complex socio-behavioral factors and ensuring community relevance. Traditional models have often labeled individuals based on risk, but we propose a novel approach by considering sexual network typologies among MSM, acknowledging that network-level characteristics influence HIV transmission.
Challenging conventional modeling norms, we aim to move beyond hierarchical research structures and engage community organizations and MSM directly in co-designing a mathematical model. Participatory modeling involves stakeholders in every decision-making step, democratizing knowledge creation. This method not only enhances community ownership and governance but also captures community dynamics and improves model relevance. Our multi-disciplinary team proposes to meet virtually and in person (in Kenya) over a year to solidify the partnership, review existing participatory modeling methods, and co-design a work plan to do this work. Our proposal stems from concerns raised by the MSM HIV Prevention Network in Kenya, reflecting a commitment to community-centered HIV prevention strategies through innovative and inclusive research practices."
"Parentalité, stress, santé mentale...qui garde ce soir?","['Miszkurka, Malgorzata']","['Zelkowitz, Phyllis']","['Anxiété', 'Dépression', 'Parentalité', 'Perinatalité', 'Stress']",3000.0,263508,"La santé mentale est un sujet qui reste dès plus tabou dans notre société et le mur du silence est encore plus étanche lorsqu'il s'agit de parler du stress et des difficultés en lien avec l'arrivé d'un enfant. Depuis peu au niveau communautaire on remarque une augmentation marquée des blogues pour les nouveaux parents et sites d'information sur la santé physique. Très peu de sites internet avec des fondements scientifiques existent en lien avec la santé mentale en périnatalité. Le but de ce café scientifique sera donc de répondre au besoin exprimé par de nombreux parents et parents en devenir soit de faire le point sur la situation actuelle sur la parentalité, le stress et la santé mentale en périnatalité tant chez les mères que chez les pères. Le café scientifique proposé pour le 25 Novembre 2012 se veut un événement inclusif qui rejoindra tant les mères que les pères dans le café Parenthèse-Montréal, un endroit déjà fréquenté par l'auditoire cible.Cet événement permettra donc aux couples et aux parents de questionner les chercheurs et experts dans le domaine sur des sujets qui les touchent tels que les attentes, les rôles parentaux, le stress, ce qui est normal ou pas, le sommeil, le soutien social, les troubles mentaux et plus encore selon le déroulement."
