Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
"Assessing the global patient experience in inflammatory bowel disease: Understanding fluctuations in symptoms, stress, mood and daily functioning","['Sexton, Kathryn A']",['N/A'],"['Coping', 'Daily Functioning', 'Disease Activity', 'Inflammatory Bowel Disease', 'Longitudinal Assessment', 'Mood', 'Perceived Stress', 'Quality Of Life', 'Symptom Monitoring', 'Well-Being']",90000.0,282427,"The inflammatory bowel diseases (IBD), Crohn's disease (CD) and ulcerative colitis (UC), pose a significant health problem for many adults. Individuals with these chronic illnesses suffer spontaneous relapses, hospitalizations, surgery, and regular use of costly medications. IBD therefore has the potential for severe health-related consequences. Community surveys conducted in the Manitoba IBD population have found that many persons with IBD (70%) identify stress as a contributor to disease symptoms. Previous research by the University of Manitoba IBD Clinical and Research Centre has identified perceived stress as a significant predictor of IBD symptom flares when tracked at 3 month intervals. Persons with frequent IBD symptoms also report the experience of disease to be a source of stress in their lives. However, the disease experience of persons with IBD varies widely both between individuals and for each individual over time, making it difficult to assess the precise role of stress and other risks for symptom flares. The development of methods that can sample IBD symptoms and risk factors more frequently and in real time will allow research to precisely investigate these fluctuations in symptoms and predictors of these changes over shorter periods. This study aims to develop experience sampling methods for IBD and to follow a community sample of Manitobans with IBD each week for a year. Changes in IBD symptoms and in potential risk factors such as perceived stress, mood, coping, disability, and well-being will be assessed. Clinical variables such as disease type (CD or UC), phenotype characteristics, disease duration, history of surgery, smoking, and personal characteristics such as age and sex will also be explored. It will then be possible to closely examine how fluctuations in disease symptoms and risk factors may relate over time. With this information, we can develop effective ways to help persons with IBD manage symptoms and risk factors for disease flares."
How do caregivers of children 0-18 years old describe weight in relation to their children?,"['Seymour, Rebecca']",['N/A'],"['Adolescent Weight', 'Caregiver Perceptions Of Childhood Weight', 'Childhood Weight', 'Parental Perceptions', 'Parental Perceptions Of Childhood Weight']",1000.0,294334,ICS Travel Awards
"Translating the pathophysiological details of diabetes mellitus, including the molecular function of Sulfonylureas drugs in the treatment of the disease state,  into accessible visualizations for patients and non-patients to increase disease understanding and motivate citizens to adopt improved diets, exercise regimens and better prescription drug adherence practices.","['Shahani, Vijay M']",['N/A'],"['Atherosclerosis', 'Cardiovascular Disease', 'Diabetes Mellitus', 'Health Communication', 'Health Education', 'Information Technology', 'Molecular Imaging', 'Public Health And Outreach', 'Sulfonylureas', 'Visualization']",35000.0,285263,"Diabetes mellitus is a life-threatening disease that is unfortunately often dismissed as a minor health issue by many Canadians. Our population needs to be informed about the harmful consequences that diabetes, a disease affecting glucose metabolism, can have on the body. Furthermore, citizens must understand that this disease, which is a major burden to health care, can be readily managed or circumvented altogether through healthy living practices. Communications presenting the biological details about diabetes, how drugs treat the disease, and the importance of healthy living could positively alter the way Canadian citizens view this deadly disease.
My project focuses on producing medically accurate communications describing the biological causes of diabetes. Given the many unanswered questions about how to best communicate complex ideas to lay audiences, these communications will vary in their content and will be surveyed for their effectiveness at conveying the severity of diabetes. Furthermore, I will utilize Maya 3D animation software and incorporate feedback received from initial communications to properly visualize the consequences of allowing diabetes to run rampant. In particular, I will produce vivid, step-by-step animations on how diabetes causes cardiovascular disease, particularly atherosclerosis. These new communications will also be evaluated for their efficiency. Furthermore, reluctant patients may be more inclined to take appropriate medications if they knew how the drug works on a biological level. Animations will supplement previous work by detailing how drugs treat the disease state at both molecular and biological levels. Sulfonylureas, drugs that stimulate the release of insulin from the pancreas, will serve as the example drug. The results from this study could help inform the public and may lessen the burden diabetes will have on the Canadian health care system."
"Social, Behavioural and Geographic Determinants of MDR-TB Acquisition in Lima, Peru","['Shah, Lena']",['N/A'],"['Case-Control Study', 'Epidemiology', 'Infectious Diseases', 'International Health', 'Multidrug Resistant Tuberculosis', 'Peru', 'Social Determinants Of Infectious Disease']",105000.0,184642,"Multiple drug resistant TB is increasing worldwide despite gains in overall TB control.  TB is a curable disease; however, MDR-TB treatment costs are as much as 100 times greater than those for drug-sensitive TB.  Despite greater costs, MDR-TB is associated with higher treatment failure rates and more deaths.  WHO has called extensively drug resistant TB (XDR-TB) 'essentially untreatable'. A better understanding of MDR-TB and XDR-TB dynamics is crucial for advancing global TB control efforts, which directly impact Canadian TB control efforts.  MDR-TB exists worldwide and XDR-TB has been found in countries including Canada.  This project will seek urgent answers needed to cope with the challenge of drug-resistant TB locally and abroad.  The proposed study will be undertaken in Lima, Peru, which has one of the highest rates of MDR-TB in the Americas.  However, except for a history of previous TB treatment or having been in close contact with someone with MDR-TB, little is known about why rates of MDR-TB in Lima, Peru is as high and what determines who is at risk for developing or acquiring MDR-TB.  This project seeks to identify social, behavioral and geographic factors associated with having MDR-TB.  Collaborators from McGill University, Montreal, Canada and Cayetano University, Lima, Peru will develop a case-control study to investigate how MDR-TB cases differ from persons with drug sensitive TB and randomly selected community controls who have not developed TB.  The characterization of MDR-TB cases in Lima, Peru will highlight is any subgroups of the population are highest risk for drug resistance.  The results of this study will greatly contribute to the global understanding of MDR-TB and should lead to improved prevention and control of this  deadly disease."
Do we need a new perspective on chronic diseases? The combined effects of workplace stress and socioeconomic status as non-traditional disease risk factors in Canada,"['Shah, Noor-Ul-Huda']",['N/A'],"['Canada', 'Cardiovascular Disease', 'Chronic Disease', 'Diabetes', 'Education', 'Income', 'Occupation Level', 'Socioeconomic Status', 'Stress']",1500.0,418427,"Background: Approximately 80% of Canadians over the age of 20 are at risk of developing a chronic disease (CD) such as cardiovascular disease (CVD) and type II diabetes (T2D). The burden of CDs is not distributed equally with those from lower socioeconomic status (SES) backgrounds having higher CD outcomes and poorer health overall. Although the role of stress has often been implicated in the development of CVD and T2D, research in Canada fails to understand the cumulative effects of multiple non-traditional disease risk factors (stress and SES) on CD outcomes. 
Methods: Multivariate logistic regression analyses was conducted using a weighted sample of 78,023 respondents from the Canadian Community Health Survey (2015-2016). Models controlled for age, sex, race or cultural background, body mass index (BMI), and  disease risk factors (smoking status, alcohol intake, fruit and vegetable intake, and physical activity) to understand the true association between stress and SES on CD outcomes. Combined effects of both predictor variables were assessed using multiplicative and additive interaction analysis. 
Results: Self-perceived life stress and SES remained significantly associated to CVD and T2D even after adjusting for disease risk factors. A significant interaction between high life stress and low household income resulted in almost doubling the odds of reporting diabetes (OR=1.89, p=0.03), compared to the product of the individual factors alone. Results support that non-traditional disease risk factors might have cumulative effects on CD outcomes.
Conclusions: Our results corroborate other findings that stress and SES might have independent associations to CD outcomes, even in the absence of disease risk factors. This is the first Canadian study to show the cumulative effects of non-traditional risk factors and why we might need to change our approach to combat incidence of CDs."
A mixed-methods approach to gender-sensitive interventions to reduce concurrent alcohol and tobacco use among pregnant-involved Aboriginal girls/young women.,"['Shahram, Sana']",['N/A'],"['Aboriginal Maternal Health', 'Alcohol Use', 'Gender-Sensitive', 'Health Promotion', 'Indigenous Methodologies', 'Narrative Methodology', 'Secondary Data Analysis', 'Social Determinants Of Health', 'Tobacco Use', 'Trauma-Informed']",105000.0,245850,"Maternal and infant health is a main indicator of a country's overall quality of life and health. In Canada, Aboriginal populations experience lower levels of maternal and infant health as compared with the general population. However, there is currently a lack of accurate data describing this difference. The aims of the study are 1. to describe the rates of tobacco and alcohol use during pregnancy by young Aboriginal girls and 2. to understand this behaviour from the perspectives of Aboriginal girls to help design effective programs to reduce alcohol and tobacco use during pregnancy."
Promoting Health Equity Through Anti-Colonial Health Systems Transformation: The xacqanal itkinil (Many Ways of Working on the Same Thing) Research Project,"['Shahram, Sana', 'Horsethief, Christopher', 'Pauly, Bernadette M']","['Kent, Alexandra', 'Murphy, Shaunee', 'Pierre, Sophie', 'Sumac, Smokii']","['Community Based Participatory Research', 'Decolonized Health System', 'Decolonized Methodology', 'Health Equity', 'Health Promotion', 'Health Systems And Health Services Research', 'Indigenous Knowledge Systems', 'Indigenous Wellness', 'Integrated Knowledge Translation', 'Social Determinants Of Health']",956250.0,434603,"Research and health services tend to exclude the voices and cultures of Indigenous peoples or fail to represent them in a respectful way. The goal of this project is to do research in a better way and improve relationships between health care systems and Indigenous peoples so that health systems and the populations they serve can respectfully and appropriately benefit from Indigenous knowledge and expertise in the area of promoting health equity.
Over the last three years, our team has worked with Ktunaxa First Nation in the Kootenay region of British Columbia to develop and test a new approach to research that is led by Ktunaxa peoples and reflects Ktunaxa culture. Ktunaxa Elders named this approach xacqanal itkinil (Many Ways of Doing the Same Thing). Important features of this approach include: coming together during community gatherings and ceremonies, starting with a shared meal, using traditional approaches for sharing information and solving problems, including everyone's voices, and getting feedback often. 
We tested the xacqanal itkinil approach in Ktunaxa communities by working together to create a Ktunaxa Model of Wellness. During this process, community members shared their ideas about what a healthy community looks like. Community members liked this approach and said that the process was ""really meaningful, really powerful."" 
Testing the xacqanal itkinil approach was the first step along the pathway toward a long-term working relationship between Ktunaxa Nation and Interior Health Authority. The goal of the next step is to use the xacqanal itkinil approach to look at how the health care system can learn from Ktunaxa understandings of wellness to improve health services in Ktunaxa communities."
Pain among elderly South Asian immigrant women,"['Shah, Sonam']",['N/A'],"['Elderly', 'Immigrant', 'Mixed-Methods', 'Pain Perceptions', 'Somali']",8750.0,284471,"The research project proposed will examine pain among elderly South Asian women in the Greater Toronto Area (GTA), one of the most diverse areas in the world. Pain is a complex bio-psycho-social experience, and therefore it deserves a broader understanding, rather than simply attributing it to biological factors. At the present moment there is no literature on pain among elderly immigrant populations.  The current literature on pain demonstrates that minority populations remain at risk for inadequate pain control, and the reasons may be due to lack of awareness of how these populations experience pain. As the population of those 65-years of age and over is increasing, there are going to many older immigrants in Canada. There needs to be an understanding of the intersectionality between gender, age, and culture in relation to pain. This is essential for primary care providers to know, because it may affect how they deliver care and how they determine the best treatment options. It is also important for those who work at community-based organizations focused on immigrant and/or elderly populations when planning health-related programs. This is a mixed-methods study that will include 20-25 participants. Interviews will be conducted and participants will complete the Short-Form McGill Pain Questionnaire-2. Pain is a public health problem as it affects 1 in 5 adults globally. It truly affects the well-being of individuals, and based on the literature, there is no reason elderly people should be suffering from pain in Canada, because there are various treatments available for them."
Assessing The Folate Intake Of Canadians Based On Actual Rather Than Mandated Fortification Levels,"['Shakur, Yaseer A']",['N/A'],"['Canadian Community Health Survey (Cchs) 2.2 Dataset', 'Canadian Milling Industry', 'Dietary Assessment Tool', 'Estimated Average Requirement (Ear)', 'Folic Acid', 'Mandated Fortification Levels', 'Neural Tube Defects', 'Tolerable Uppery Intake Level (Ul)', 'Tri-Enzyme Digestion Analysis', ""Women'S Health""]",70000.0,206206,"Exactly how much folate is in the Canadian diet?  Surprisingly, we don't have a good answer to this question.  Folate fortification of certain grain products was mandated by the Canadian government in 1998 with the hopes of increasing the overall folate intake in the diet.  This was primarily due to the necessity of folate in neural tube development, which occurs very early in pregnancy, when most women are still unaware that they are pregnant.  Because of the success of this mandate at lowering the prevalence of neural tube defects and at lowering the prevalence of high plasma homocysteine concentrations (high homocysteine concentration is a risk factor for cardiovascular disease), there have been calls to further increase the mandated levels of fortification.  Before such recommendations can be taken seriously, we need to first assess the folate in our food supply.  We believe the levels in the food supply are much higher than mandated levels, as has been found in the United States.  This is due to manufacturers fortifying to well above the mandated level in order to ensure that at the end of shelf life, a given product is still over the mandated level.  However, high folate intakes can lead to a masking of vitamin B12 deficiency.  Also, emerging evidence suggests an association between high folic acid intake and an increased risk of colon cancer.  As such, the following question arises: is the level of folate in the Canadian diet proving to be excessive for large segments of the population?  

In light of the above dilemma, the first project of my doctoral research will look to use overage factors determined in our laboratory to re-estimate the prevalence of inadequate intakes of folate in the population, particularly in groups that are thought to be at risk of deficiency.  Secondly, we will re-estimate the prevalence of excessive intakes in the population. Only after such analyses can calls to raise the mandated levels of fortification be brought to the table."
Forgotten at sea: occupational health challenges for seafarers during the COVID-19 pandemic,"['Shan, Desai']","['Mulay, Shree', 'Valcour, James']","['Covid-19', 'Essential Workers', 'Mental Health', 'Occupational Health And Safety', 'Seafarers', 'Unintended Effects Of Public Health Policies']",142867.0,459217,"The COVID-19 outbreak has resulted in unprecedented challenges to occupational health and safety for essential workers. Essential workers need legal protection, accurate information, and supportive working environments. Drawing upon a group of essential, as well as marginalized workers at sea, seafarers, this research will examine the health challenges they are facing during the pandemic, and explore solutions to address the inequalities faced by them. 
This research aims to explore the occupational health and safety challenges faced by Canadian and international seafarers during the COVID -19 outbreak, to understand the impact of public health measures on their health and well-being. It also attempts to identify the regulatory barriers and conflicts negatively affecting seafarers' health and safety that existed in international maritime, health, and labour regulations, and to explore possible policy and management interventions to improve seafarers' mental and physical well-being in the new normal of the pandemic.
The specific research questions are as follows:
(1)What are the impacts of COVID-19 on the health and well-being of maritime workers (Research Area#2)? 
(2)Are there any regulatory gaps/systematic discrimination that exists in public health law and policies, which make seafarers face structural inequalities during the pandemic (Research Area #1)?
(3)What solutions can be developed at the regulatory level, management level, and community level to empower seafarers?
This research will adopt a mixed-method approach, including legal doctrinal analysis, quantitative survey, and qualitative interviews to answer the above research questions. We hope to identify (1) the prevalence of psychosocial distress among seafarers during the pandemic, (2) the limitations of the current legal framework in protecting seafarers' occupational health, and (3) the gaps that existed in the maritime and public health governance system."
Strengthening the Implementation of Health in All Policies,"['Shankardass, Ketan']","['Bayoumi, Ahmed M', 'Mah, Catherine L', 'Molnar, Agnes', 'Muntaner, Carles', ""O'Campo, Patricia J"", 'Renahy, Emilie']","['Health Equity', 'Health In All Policies', 'Health Policy', 'Intersectoral Action', 'Key Informant Interviews', 'Population Health']",260133.0,292310,"Growing evidence indicates how the conditions in which people are born, grow, live, work and age help shape our health. Consequently, macro-social and economic determinants of health and well-being must be addressed using Health in All Policies (HiAP), a government strategy that improves health by engaging health and non-health sectors in action. Although many examples of HiAP have emerged, the reasons for their successful implementation have not been systematically studied. 

How have jurisdictions with well-established HiAP initiatives facilitated progress in implementation within and across levels of government? Using an explanatory multiple case study, a multidisciplinary team of researchers from the Centre for Research on Inner City Health, Wilfrid Laurier University and the University of Toronto will pursue the following objectives: 1) Conduct seven explanatory case studies of HiAP implementation to elicit rich data on what strategies drive sustainable implementation in a diverse sample of jurisdictions, 2) Synthesize evidence to test and refine theoretical propositions about sustainable implementation of HiAP by carrying out a cross-case analysis of ten case studies, including seven case studies conducted with this grant and three already completed case studies, and 3) Translate results into a series of evidence-based successful practices to support the implementation of HiAP and other ISA globally. 

Our Advisory Group of Canadian and international policymakers will be consulted to facilitate an Integrated Knowledge Translation approach to improve the quality and relevance of research, and the impact of end-of-grant dissemination. 

This study will support HiAP strategies in Canada and globally by synthesizing evidence to inform implementation practices that feature more effective collaboration across levels and sectors of government in pursuing intersectoral action to improve the social determinants of health and health equity."
"Strengthening the implementation of ""Health in All Policies"" at the county/municipal level in Ontario and Quebec using realist explanatory case studies and knowledge mobilization","['Shankardass, Ketan', 'Salvaterra, rosana']","['Bayoumi, Ahmed M', 'Finn, Debbie', 'Freiler, Alix', 'Guglielmin, Maria K', 'Kokkinen, Lauri', 'Lebel, Alexandre', 'Lock, Joyce', 'Loney, Karen', 'Muntaner, Carles', ""O'Campo, Patricia J"", 'Renahy, Emilie']","['Health Equity', 'Health In All Policies', 'Health Policy', 'Intersectoral Action', 'Multiple Case Studies', 'Policy Implementation', 'Realist Science']",428400.0,382564,"A growing number of local governments in Canada are having all of their departments - such as health, housing, education, and transportation - working together to improve the conditions for health in their communities. These governments are trying what has been called ""Health in All Policies"" (HiAP). HiAP works best when federal, provincial/territorial, and local governments work together to develop healthy policies. But there is little evidence to support the use of HiAP. 
This team includes academic researchers working closely with people using HiAP in local governments across Quebec and Ontario. Our goal is to create knowledge that directly supports people in government in using HiAP. 
We will use a series of case studies to examine the causes of positive and negative experiences with using HiAP, while trying to understand how provincial governments can effectively support HiAP at the local level. We will conduct around six case studies - three in each province - and our data will include 16 interviews with politicians, civil servants from health and non-health sectors, and non-governmental partners working on HiAP locally. We will also analyze documents describing HiAP experiences in case settings that we obtain from government (e.g., meeting minutes), academic journals, and other sources. 
To ensure that our findings help support improvements to the use of HiAP locally, we will work with our policymaker partners to: (1) host a regular meeting with knowledge users to facilitate on-going discussion on how to improve HiAP efforts; (2) writing and sharing a series of policy briefs that describe our findings about each case in plain language; and (3) designing and hosting a series of workshops in each case setting to discuss our findings and what they mean for improving the use of HiAP locally. Later, we will check whether or not and why these three steps had any impact on the use of HiAP in case settings."
Laurier Wellbeing in Film Forum (LWIFF),"['Shankardass, Ketan']",['N/A'],"['Awareness', 'Community', 'Discussion', 'Engagement', 'Equity', 'Film', 'Population Health', 'Social Determinants Of Health', 'Structural Determinants Of Health', 'Wellbeing']",6000.0,485631,"Laurier Wellbeing in Film Forum (LWIFF) is an initiative in which films are used as a catalyst for collective discussion and awareness raising on topics concerning population health, wellbeing, and the role of the social and structural determinants of health. LWIFF chooses films that offer perspectives from across different lived experiences to begin to understand the forms of inequity faced by different communities. 

This past LWIFF season, one of the films shown was Paris is Burning. This documentary follows the lives of drag queens living in New York City and their ""house"" culture. For this film night, LWIFF partnered with the Aids Committee of Cambridge, Kitchener, Waterloo, and area (ACCKWA). ACCKWA helped facilitate a discussion that surfaced the realities of harm for 2SLGBTQ+ people, the stigma and discrimination the community faces, and the need for safe spaces to support resilience, social inclusion and prestige for 2SLGBTQ+ folks. 

Another month, LWIFF showed two local films. The first film was called ""Recollections and Imaginings,"" the other, ""Stories from Land Back Camp."" For this film night LWIFF partnered with Land Back Camp, a Kitchener based Land Back movement fuelled by the IndigiQueer, Two Spirit, and LGBTQ+ community. Land Back Camp was co-founded by Bangishimo Johnston and Amy Smoke who co-created this LWIFF event and facilitated the discussion after the films. With Amy and Bangishimo's guidance, the audience engaged in discussions on the lack of safe space for the urban Indigenous community in the region, and the ongoing work of Land Back Camp in creating a more equitable Waterloo region. 

These are two examples of how LWIFF works towards bettering local communities' health and wellbeing by using films as a catalyst for conversation, collaboration, while strengthening public engagement, and awareness. The film nights are held at the local Princess Twin Cinema where they are screened for free and are physically accessible to the public."
Sampling methods for health surveys in difficult settings: a simulation study,"['Shannon, Harry S']","['Bolker, Benjamin M', 'Viveros-Aguilera, Roman']","['Global Health', 'Statistical Simulations', 'Survey Research']",193098.0,253524,"There is often a need for health surveys in Low Income Countries, war zones or areas suffering from disasters. The surveys may measure the health status of the population, such as the proportion of children who have been immunized for infectious diseases. Yet it can be difficult to conduct the surveys because often there is very limited information to allow a proper sample to be selected. Researchers have developed several ways around this problem, but none of these methods is ideal; they all have some flaws, so the final results may be at least somewhat incorrect or have a large margin of error. This project aims to find out which sampling method produces the best results in different situations.

It will do so by using a computer to create virtual populations. The criteria programmed into the computer will try to make the populations as realistic as possible, while varying characteristics such as the proportion of children immunized. The computer will take samples from the virtual populations using the different sampling methods. Many thousands of samples will be taken for each method, so that we can understand how well each method performs depending on the population characteristics.

The results will help governments and NGOs to get the best information possible when they direct resources to improving the health of particular populations."
Towards a community-based research agenda on the experiences and HIV risk environment of men in the sex industry: The CHAPS Project,"['Shannon, Kate']","['Jollimore, Jody', 'Robert, Wayne A', 'Taylor, Matthew R', 'Chettiar, Jill M', 'Deering, Kathleen N', 'Goldenberg, Shira', 'Kerr, Thomas H', 'Shoveller, Jeannie A']","['Aids', 'Men', 'Men Who Have Sex With Men', ""Men'S Health"", 'Serial Cross-Sectional Studies', 'Sex Buyers', 'Sex Work', 'Sexually Transmitted Infections']",32880.0,289306,"HIV incidence and prevalence in Canada continues to rise, with nearly half of existing and new infections occurring among gay, bisexual, and other men who have sex with men (MSM).  Commercial sex sexual networks can play a key role in the risk for HIV and sexually transmitted infections (STIs), due to heightened exposure and high-risk sexual activities within networks, and social and structural vulnerabilities of individuals involved in sex work. There is little known in the Canadian context about how gender and sexual orientation can influence HIV risk to male sex workers (MSWs) and sex buyers. Male sex workers who have sex with men may experience additional and unique forms of stigma and marginalization, including homophobia and transphobia. To date, research on sex work in Canada and globally has focused on female sex workers. This critical gap in existing knowledge MSWs (transgender inclusive) and sex buyers, has resulted in only a partial understanding of the lives and realities of men involved in the sex industry.
We therefore propose to initiate the Community Health Assessment of Men Purchase and Sell Sex (CHAPS) Project, a community-based partnership between the Gender and Sexual Health Initiative (GSHI) and the HUSTLE Program of the Health Initiative for Men (HIM). The purpose of this catalyst grant is to develop the GSHI-HIM CBR partnership, conduct exploratory ethnographic mapping and pilot qualitative interviews to examine themes such as initiation into sex work/buying, sexual services provided/purchased, negotiation of condom use, gender and sexuality, and drug/alcohol use or abuse. In addition, community consultations as well as participatory analysis and knowledge translation activities will ensure that the voices of the men themselves are integrated into this qualitative work as well as the future research agenda. This research will be guided by the expertise and experience of HIM's peer-driven HUSTLE outreach program for male and trans sex workers."
"Sexual Health, HAART and HIV Care Amongst Women Living with HIV: A Longitudinal Investigation of the Impacts of Structural, Social, and Policy Environments","['Shannon, Kate', 'Deering, Kathleen N']","['Summers, Marcie', 'Symington, Alison L', 'Duff, Katherine P', 'Krüsi, Andrea B', 'Loppie, Charlotte J', 'Milloy, Michael-John S', 'Money, Deborah M', 'Montaner, Julio S', 'Ogilvie, Gina S', 'Shoveller, Jeannie A', 'Wood, Evan']","['Aids', 'Antiretroviral Therapy', 'Longitudinal Studies', 'Qualitative Methods', 'Reproductive Health', 'Sexual Health', 'Sexually Transmitted Infections', 'Social Determinants', 'Women Living With Hiv', ""Women'S Health""]",797230.0,293249,"Recent evidence suggests an increasing number of new HIV infections among women in Canada. Among women living with HIV (WLWH), most HIV infections are due to heterosexual transmission, with women of Aboriginal ancestry disproportionately affected. Moreover, the sexual and reproductive health needs of WLWH have been largely overlooked, despite that many WLWH, including in Canada, are living with or intending to have children. To date, while there is a large body of research on the individual behavioural, biological, and clinical factors that shape HIV care outcomes, we know far less about the role that laws, policies, gender, stigma, and geography play in shaping access and uptake of HIV care and sexual and reproductive health for WLWH. This is of particular concern, given calls for women-centered sexual health and HIV care and growing concerns of the role of criminalization of HIV non-disclosure and its potential negative effects on women's experiences with HIV care. 

This grant brings together an interdisciplinary and intersectoral team, including social scientists, epidemiologists and clinical researchers, together with knowledge users and collaborators representing community and legal/policy experts to examine the social and policy factors shaping WLWH's access to HIV care and sexual and reproductive health. The project will hire WLWH as peer researchers to help guide the research and dissemination. Given limited studies conducted over time, the proposed project (Sexual Health, HIV/AIDS Care & Women's Longitudinal Needs Assessment, or SHAWNA) will enrol and follow 500 WLWH in Metro Vancouver, Canada over the next five years. This study will create an evidence base to inform improved women-centred sexual health and HIV care. Knowledge translation and exchange will be conducted throughout the study, which will play a key role in informing policy and programs that best promote women-centred sexual health and HIV care in BC, and can be replicated across Canada."
The social and structural contexts of HIV/STIs among women and youth working in the sex industry in Canada,"['Shannon, Kate']",['N/A'],"['Gender', 'Hiv/Sti Prevention', 'Sex Work', 'Sexual Health', 'Social Epidemiology', 'Violence', 'Women', 'Youth']",250000.0,230720,"This new investigator award application aims to investigate the social (violence, work conditions) and structural (laws, regulations, urban renewal) contexts of HIV/STIs among youth and women working in the sex industry in Vancouver, BC. The persistently high rates of health-related harms, violence and mortality among sex workers both in Canada and globally highlight a desperate need for renewed public health interventions targeting the reduction of harms in the sex industry. Building on international guidelines and the CIHR priorities for sex and gender-based analyses, we will aim to evaluate longitudinally the broader risk environment that shapes gendered negotiation of partner-level risk and HIV/STI acquisition among youth and adult women in sex industry work.  To meet these objectives, the proposed research will be based upon the assembly and follow-up of a real cohort consisting of: 1) 500 existing and new adult women working in both the street and indoor sex industry in the AESHA (An Evaluation of Sex Workers' Health Access) I cohort; and 2) 500 female youth aged 14-20 years who have exchanged sex for money, drugs, gifts, shelter or other commodities in the previous 30days in the AESHA II cohort (youth arm).   The novel integration of individual mapping data and neighborhood environment data from publicly- available data sources (such as, housing, violence) will increase the potential for directly informing interventions to reduce harm. To our knowledge this study is among the first prospective studies of sex work in North America. The team I have assembled brings a wealth of expertise in observational and intervention research, policy and sex work, and as such, is uniquely positioned to conduct this study, which aims to directly improve the health of some of the most marginalized youth and women in Canadian society."
Team grant on social and structural violence and HIV among vulnerable populations,"['Shannon, Kate']","['Kaplan, Karen L', 'Kerr, Thomas H', 'Shoveller, Jeannie A', 'Smye, Victoria L']","['Drug Use', 'Gender And Health', 'Gender-Based Violence', 'Global Health', 'Hiv/Aids', 'Public Policy', 'Sex Work', 'Structural Violence', 'Women']",,217569,"Social and structural violence and HIV risk among sex workers and people who inject drugs (IDU) continue to be major problems within Canada and internationally, with women and youth disproportionately impacted. This interdisciplinary and intersectoral team grant aims to develop a research agenda examining how social and structural violence produce and reproduce interpersonal violence and gendered HIV risk patterns among sex workers (SW) and people who inject drugs (IDU). Our team grant involves bringing together researchers from various disciplines and institutions and knowledge users (policy makers, community organizations, sex workers and people who use drugs) to develop research capacity and ethical knowledge exchange on gender, violence and HIV in Canada and other international settings (Thailand, Uganda). Drawing on our integrated theoretical framework that adopts a sex and gender-based analyses, our team will aim to foster a research agenda to examine effects of criminalization, urban development, stigma on violence and HIV risk in Vancouver and comparative settings. We will also seek to inform and evaluate interventions that aim to reduce violence. Through this team grant, we will develop a research and KT platform to create synergies that would not otherwise exist and which could not be fostered through single project/grant initiatives. Our proposed team will aim to foster ethical knowledge exchange to optimize the uptake and integration of research findings into policy and program development to reduce violence and HIV risk among sex workers and people who inject drugs. By bringing together this unique and diverse team, we seek to build synergies and address these gaps in knowledge, policy, and intervention, and thereby improve the health of vulnerable populations in Canada and elsewhere."
Team grant on social and structural violence and HIV among vulnerable populations,"['Shannon, Kate', 'Kerr, Thomas H']","['Bhattacharjee, Parinita', 'Casey, Lauren E', 'Chu, Sandra K', 'Jang, Kerry L', 'Kaplan, Karen L', 'Montaner, Julio S', 'Birungi, Josephine', 'Blanchard, James F', 'Csete, Joanne', 'DeBeck, Kora A', 'Deering, Kathleen N', 'Lorway, Robert R', 'Marshall, Brandon D', 'Moses, Stephen', 'Shoveller, Jeannie A', 'Smye, Victoria L', 'Strathdee, Steffanie A', 'Wood, Evan']","['Drug Use', 'Gender And Health', 'Gender-Based Violence', 'Global Health', 'Hiv/Aids', 'Public Policy', 'Sex Work', 'Structural Violence', 'Women']",750000.0,231432,"Gender inequities, violence and HIV infection continue to be unequally distributed among sex workers and people who use drugs (DU) both within Canada and globally. This application brings together an interdisciplinary team of researchers, knowledge users and community partners to evaluate how policies and interventions produce and reproduce gender inequities, violence and HIV risk among sex workers and DU in Canada, and comparative international settings of Thailand, Uganda and India. With this team grant, we will develop a research and knowledge translation platform of conceptually linked studies to create an infrastructure for sharing, comparative analyses, and networking between researchers and knowledge users with the aim to optimize impact on policy and programs. We also aim to foster a training and mentoring environment on gender, violence and HIV. By bringing together this unique and diverse team, we seek to build synergies and address these gaps in knowledge, policy, and intervention, and thereby improve gender inequities, violence and HIV risk among vulnerable populations in Canada and globally."
